,CDM,Description,REVENUE,HCPCS,CPT,Price,Hospital,Year
1614,40612541,Vancomycin Level Trough,301,,80202,150.0,College Medical Center,2019
1615,40612566,Zinc Level-ARUP,301,,84630,12.59,College Medical Center,2019
1616,40612582,Protein CSF,301,,84155,76.0,College Medical Center,2019
1617,40612582,Protein Cerebrospinal Fluid,301,,84155,76.0,College Medical Center,2019
1618,40612624,"Insulin, Random-ARUP",301,,83525,11.2,College Medical Center,2019
1619,40612640,"Lead, Whole Blood Venous-ARUP",301,,83655,48.48,College Medical Center,2019
1620,40612657,Prostate Specific Antigen,301,,84153,58.39,College Medical Center,2019
1621,40612699,Myoglobin Urine-ARUP,301,,83874,14.27,College Medical Center,2019
1622,40612723,HC - Valproic Acid Level,301,,80164,175.0,College Medical Center,2019
1623,40612723,Valproic Acid Level,301,,80164,175.0,College Medical Center,2019
1624,40612723,Valproic Acid Level,301,,80164,175.0,College Medical Center,2019
1625,40612756,Progesterone-ARUP,301,,84144,16.0,College Medical Center,2019
1626,40612790,Heroin Level-ARUP,301,,80361,59.4,College Medical Center,2019
1627,40612797,Methadone Ur Qual.,301,G0479,,38.0,College Medical Center,2019
1628,40612797,Methadone Ur Qual.,301,G0479,,38.0,College Medical Center,2019
1629,40612797,Urine Methadone Screen,301,G0431,,32.0,College Medical Center,2019
1630,40612797,Urine Methadone Screen,301,G0431,,32.0,College Medical Center,2019
1631,40612806,"Drug Confirmation, Cannabinoids Urine-ARUP",301,,82542,19.97,College Medical Center,2019
1632,40612814,"Drug Confirmation, Cocaine Urine-ARUP",301,G0479,,16.75,College Medical Center,2019
1633,40630292,.Reflex Bill Alkaline-ARUP,301,,83020,17.17,College Medical Center,2019
1634,40630293,.Reflex Bill Acid-ARUP,301,,83020,17.17,College Medical Center,2019
1635,40630294,.Reflex Bill HGBEL SS-ARUP,301,,85660,5.8,College Medical Center,2019
1636,40630297,"Hemoglobin, Urine-ARUP",301,,83069,4.36,College Medical Center,2019
1637,40639033,"Carisprodal Confirmation Quant, Urine",301,,82542,25.41,College Medical Center,2019
1638,40639034,"MeprobamateConfirmation Quant, Urine",301,,82542,25.41,College Medical Center,2019
1639,40639035,"Fentanyl Confirmation Quant, Urine",301,,82542,25.41,College Medical Center,2019
1640,40639036,"Norfentanyl Confirmation Quant, Urine",301,,82542,25.41,College Medical Center,2019
1641,40639037,"Tapentadol Confirmation Quant, Urine",301,,82542,25.41,College Medical Center,2019
1642,40639038,"Desmethyltapentadol Confirmation Quant, Urine",301,,82542,25.41,College Medical Center,2019
1643,40639039,"Meperidine Confirmation Quant, Urine",301,,82542,25.41,College Medical Center,2019
1644,40639040,"Normeperidine Confirmation Quant, Urine",301,,82542,25.41,College Medical Center,2019
1645,40639041,"Tramadol Confirmation Quant, Urine",301,,82542,25.41,College Medical Center,2019
1646,40639042,"Desmethyltramadol Confirmation Quant, Urine",301,,82542,25.41,College Medical Center,2019
1647,40639043,"Zolpidem Confirmation Quant, Urine",301,,82542,25.41,College Medical Center,2019
1648,40639044,Zolpidem Carboxylic Acid,301,,82542,25.41,College Medical Center,2019
1649,40650025,QuantiFERON-TB Gold Plus-ARUP,301,,86480,69.27,College Medical Center,2019
1650,40650160,Fat Fecal Qualitative-ARUP,301,,82705,5.63,College Medical Center,2019
1651,40650228,"ER Pregnancy (hCG) Test, Urine",301,,8102,0.0,College Medical Center,2019
1652,40650228,Occult Blood Stool,301,,82270,44.8,College Medical Center,2019
1653,40650286,Specific Gravity Body Fluid,301,,84315,23.0,College Medical Center,2019
1654,40670608,Serine Protease 3 IgG-ARUP,301,,83516,16.64,College Medical Center,2019
1655,40670770,"Newborn Drug Screen, Urine",301,G0479,80301,200.0,College Medical Center,2019
1656,40672338,T3 Total-ARUP,301,,84450,15.68,College Medical Center,2019
1657,40681021,Drug Screen Urine,301,G0479,80307,200.0,College Medical Center,2019
1658,40681021,Drug Screen Urine,301,,G0431,200.0,College Medical Center,2019
1659,40681021,HC - Drug Screen Urine,301,,G0431,200.0,College Medical Center,2019
1660,40690166,Opiate Ur Qual.,301,G0479,,38.0,College Medical Center,2019
1661,40690166,Urine Opiate Screen,301,G0431,,32.0,College Medical Center,2019
1662,40690380,Parathyroid Hormone Intact-ARUP,301,,83970,45.63,College Medical Center,2019
1663,40690430,Haloperidol Level-ARUP,301,,80173,16.1,College Medical Center,2019
1664,40691010,Amylase Level Urine,301,,82150,99.0,College Medical Center,2019
1665,40691011,Amylase Urine-ARUP,301,,82150,7.17,College Medical Center,2019
1666,40691066,Opiate Ur Qual.,301,,80101,38.0,College Medical Center,2019
1667,40691066,Urine Opiate Screen,301,G0431,,32.0,College Medical Center,2019
1668,40692123,.Reflex Bill EMAR Titer-ARUP,301,,86256,13.33,College Medical Center,2019
1669,40692125,Albumin Level CSF-ARUP,301,,82042,2.83,College Medical Center,2019
1670,40692126,Aminolevulinic Acid (ALA) Urine-ARUP,301,,82135,18.2,College Medical Center,2019
1671,40692139,Drug Conf Phencyclidine Level-ARUP,301,,82542,15.84,College Medical Center,2019
1672,40692156,Butalbital (Urine) Conf/Qt.,301,G0480,80345,19.34,College Medical Center,2019
1673,40692159,Phenobarbital (Urine) Conf/Qt.,301,,80184,19.34,College Medical Center,2019
1674,40692161,Alpha Hydroxyalprazolam (Urine) Conf/Qt.,301,,G6031,31.24,College Medical Center,2019
1675,40692162,7 aminoclonazepam (Urine) Conf/Qt.,301,,G6031,31.24,College Medical Center,2019
1676,40692166,7 aminoflunitrazepam (Urine) Conf/Qt.,301,,G6031,31.24,College Medical Center,2019
1677,40692170,Alpha Hydroxymidazolam (Urine) Conf/Qt.,301,,G6031,31.24,College Medical Center,2019
1678,40692171,Alpha Hydroxytriazolam (Urine) Conf/Qt.,301,,G6031,31.24,College Medical Center,2019
1679,40692178,"Hydromorphone Confirmation/Quant., Urine",301,G0480,80361,32.86,College Medical Center,2019
1680,40692179,"Oxycodone Confirmation/Quant., Urine",301,,G6056,32.86,College Medical Center,2019
1681,40692185,"Oxycodone Confirmation/Quant., Urine",301,,G6056,32.86,College Medical Center,2019
1682,40692186,"Oxymorphone Confirmation/Quant., Urine",301,,G6056,32.86,College Medical Center,2019
1683,40692198,Nicotine (Urine) Screen w/reflex to Confirmation/Q,301,,82542,122.8,College Medical Center,2019
1684,40692198,"Nicotine, Ur Qual.",301,,82542,25.0,College Medical Center,2019
1685,40692204,"Anabasine, Ur",301,,G6055,40.0,College Medical Center,2019
1686,40692212,"Specific Gravity, Urine",301,,81002,3.6,College Medical Center,2019
1687,40692213,U General Oxidant.,301,,,6.77,College Medical Center,2019
1688,40692213,U pH.,301,,,3.66,College Medical Center,2019
1689,40692254,Chlamydia trachomatis & Neisseria gonorrhoeae by A,301,,87801,38.8,College Medical Center,2019
1690,40692262,CLO Test,301,,87077,111.1,College Medical Center,2019
1691,40692288,West Nile Virus IgG Antibody,301,,86789,34.95,College Medical Center,2019
1692,40692288,West Nile Virus IgM Antibody,301,,86788,34.95,College Medical Center,2019
1693,40692291,Protein Body Fluid-ARUP,301,,84157,4.1,College Medical Center,2019
1694,40692295,CRP Non Cardiac-ARUP,301,,86140,5.72,College Medical Center,2019
1695,40693001,Amphetamine (Urine) Conf/Qt.,301,,G6042,21.81,College Medical Center,2019
1696,40693002,Methamphetamine (Urine) Conf/Qt.,301,,G6042,21.81,College Medical Center,2019
1697,40693003,MDA (Urine) Conf/Qt.,301,,G6042,21.81,College Medical Center,2019
1698,40693004,MDMA (Urine) Conf/Quant.,301,,G6042,21.81,College Medical Center,2019
1699,40693005,MDEA (Urine) Conf/Quant.,301,,G6042,32.0,College Medical Center,2019
1700,40693007,Carboxy THC (Urine) Conf/Qt.,301,,82542,25.41,College Medical Center,2019
1701,40693008,Cocaine Ur Qual.,301,,80101,38.0,College Medical Center,2019
1702,40693009,Benzoylecgonine (Urine) Conf/Qt.,301,,G6044,21.33,College Medical Center,2019
1703,40693010,ETOH Ur Qual.,301,,82542,122.8,College Medical Center,2019
1704,40693011,Ethyl Glucuronide (Urine) Conf/Qt.,301,,G6040,15.21,College Medical Center,2019
1705,40693012,Ethyl Sulfate (Urine) Conf/Qt.,301,,G6040,15.21,College Medical Center,2019
1706,40693013,MDMA Ur Qual.,301,G0479,80101,38.0,College Medical Center,2019
1707,40693014,MDA (Urine) Conf/Qt.,301,,G6042,21.81,College Medical Center,2019
1708,40693015,MDMA (Urine) Conf/Quant.,301,,G6042,21.81,College Medical Center,2019
1709,40693016,MDEA (Urine) Conf/Quant.,301,,G6042,21.81,College Medical Center,2019
1710,40693017,Phencyclidine (PCP) (Urine) Conf/Qt.,301,,83992,19.63,College Medical Center,2019
1711,40693017,Phencyclidine (PCP) Ur Qual.,301,,80101,38.0,College Medical Center,2019
1712,40693019,Tricyclic Antidepressant (TCA) Ur Qual.,301,,82542,122.8,College Medical Center,2019
1713,40693020,Amitriptyline (Urine) Conf/Qt.,301,,82542,25.41,College Medical Center,2019
1714,40693021,Nortriptyline (Urine) Conf/Qt.,301,,82542,25.41,College Medical Center,2019
1715,40693022,Imipramine (Urine) Conf/Qt.,301,,82542,25.41,College Medical Center,2019
1716,40693023,Desipramine (Urine) Conf/Qt.,301,,82542,25.41,College Medical Center,2019
1717,40693024,Doxepin (Urine) Conf/Qt.,301,,82542,25.41,College Medical Center,2019
1718,40693025,Desmethyldoxepin (Urine) Conf/Qt.,301,,82542,25.41,College Medical Center,2019
1719,40749996,82360 AP Bill Calculus * H,301,,82360,50.0,College Medical Center,2019
1720,40807430,Ven Bld Gas,301,,82805,631.0,College Medical Center,2019
1721,40811276,Art Bld Gas,301,,82805,724.0,College Medical Center,2019
1722,40811276,"Cord Blood Gas, Arterial",301,,82803,724.0,College Medical Center,2019
1723,40811280,Cap Bld Gas,301,,82803,631.0,College Medical Center,2019
1724,41795656,Accucheck,301,,82948,121.0,College Medical Center,2019
1725,41798800,Yes,301,,82270,7.59,College Medical Center,2019
1726,41849027,Arterial Puncture Lactic Acid,301,,36600,94.0,College Medical Center,2019
1727,42006401,Procalcitonin,301,,84145,113.07,College Medical Center,2019
1728,42580014,FC - Urine Dipstick,301,,81002,11.0,College Medical Center,2019
1729,42580014,Urine Dipstick POC,301,,81000,14.0,College Medical Center,2019
1730,42580014,Urine Dipstick POC,301,,81000,14.0,College Medical Center,2019
1731,42580036,FC - Rapid Strep Test,301,,87880,19.0,College Medical Center,2019
1732,42580505,FC - Blood Sugar Check,301,,82948,22.0,College Medical Center,2019
1733,40610158,"Cardiolipin Antibodies, IgG/IgM-ARUP",302,,86147,48.46,College Medical Center,2019
1734,40610163,Histone IgG Antibody-ARUP,302,,83516,16.64,College Medical Center,2019
1735,40610165,DNA Antibody (Single-stranded)-ARUP,302,,86226,13.38,College Medical Center,2019
1736,40610169,Fungal Antibodies by CF-ARUP,302,,86606,71.22,College Medical Center,2019
1737,40610170,Cysticercosis IgG Ab by ELISA-ARUP,302,,86682,14.38,College Medical Center,2019
1738,40610171,DNase-B Antibody-ARUP,302,,86215,14.66,College Medical Center,2019
1739,40610175,Islet Cell IgG Antibody-ARUP,302,,86341,18.38,College Medical Center,2019
1740,40610179,Tissue Trans IgA Ab with Reflex-ARUP,302,,86256,17.0,College Medical Center,2019
1741,40610182,Smith (ENA) IgG Antibody-ARUP,302,,86235,12.8,College Medical Center,2019
1742,40610185,Striated Muscle IgG Ab Reflex-ARUP,302,,86256,17.6,College Medical Center,2019
1743,40610188,Scleroderma (Scl-70) (ENA) IgG Ab-ARUP,302,,86235,15.2,College Medical Center,2019
1744,40610194,Thyroid Peroxidase (TPO) Antibody-ARUP,302,,86376,16.0,College Medical Center,2019
1745,40610196,Antithrombin Antigen-ARUP,302,,85301,11.96,College Medical Center,2019
1746,40610242,JO-1 Antibody-ARUP,302,,86235,25.62,College Medical Center,2019
1747,40610245,Myeloperox IgG Antibodies-ARUP,302,,83876,10.27,College Medical Center,2019
1748,40610255,Platelet Antibodies Indirect-ARUP,302,,86022,20.3,College Medical Center,2019
1749,40610260,Thyroglobulin Antibody-ARUP,302,,86800,14.0,College Medical Center,2019
1750,40610430,Blastomyces Antibody by CF-ARUP,302,,86612,14.05,College Medical Center,2019
1751,40610487,Cancer Antigen 125-ARUP,302,,86304,23.01,College Medical Center,2019
1752,40610489,"CA 15-3, Cancer Antigen - Breast-ARUP",302,,86300,23.01,College Medical Center,2019
1753,40610490,Cancer Antigen-GI (CA 19-9)-ARUP,302,,86301,23.01,College Medical Center,2019
1754,40610495,Cancer Antigen 27.29-ARUP,302,,86300,23.01,College Medical Center,2019
1755,40610660,"Chlamydia Ab Panel IgG,IgM by IFA-ARUP",302,,86631,64.0,College Medical Center,2019
1756,40610719,"Complement Activity, Total EIA-ARUP",302,,86162,22.46,College Medical Center,2019
1757,40610720,Complement Component 2-ARUP,302,,86160,13.27,College Medical Center,2019
1758,40610722,C1 Functional-ARUP,302,,86161,134.74,College Medical Center,2019
1759,40610723,Complement Component 7-ARUP,302,,86160,127.0,College Medical Center,2019
1760,40610727,Complement Component 3-ARUP,302,,86160,13.27,College Medical Center,2019
1761,40610735,Complement Component 4-ARUP,302,,86160,13.27,College Medical Center,2019
1762,40610754,Coxsackie B Virus Antibodies-ARUP,302,,86658,86.46,College Medical Center,2019
1763,40610905,E. histolytica (amebiasis) IgG Antibody-ARUP,302,,86753,13.7,College Medical Center,2019
1764,40610914,Enterovirus Detection by RT-PCR-ARUP,302,,87498,39.23,College Medical Center,2019
1765,40610926,Epstein-Barr Virus Nuclear Antigen Ab-ARUP,302,,86664,10.24,College Medical Center,2019
1766,40610927,"EBV Ab to Viral Capsid Ag, IgM-ARUP",302,,86665,19.66,College Medical Center,2019
1767,40610929,"EBV Ab to Viral Capsid Ag, IgG-ARUP",302,,86665,19.66,College Medical Center,2019
1768,40610931,"EBV Ab to Early (D) Ag, IgG-ARUP",302,,86663,14.5,College Medical Center,2019
1769,40611008,T. pallidum IgG (FTA-ABS) Antibody-ARUP,302,,86593,18.97,College Medical Center,2019
1770,40611133,Gliadin Peptide IgG Ab-ARUP,302,,83516,10.27,College Medical Center,2019
1771,40611255,Lymphocyte Subset Panel 2-CD4  Per & Abs-ARUP,302,,86361,62.86,College Medical Center,2019
1772,40611345,Hepatitis A Antibody IgM-ARUP,302,,86709,12.44,College Medical Center,2019
1773,40611345,Hepatitis A Virus IgM  Antibody-ARUP,302,,86709,12.44,College Medical Center,2019
1774,40611352,"Hepatitis A Virus Antibodies, Total-ARUP",302,,86708,13.7,College Medical Center,2019
1775,40611386,HLA-B27-ARUP,302,,86812,28.53,College Medical Center,2019
1776,40611420,Heparin-Induced Thrombocytopenia Ab-ARUP,302,,86022,20.3,College Medical Center,2019
1777,40611444,Hepatitis B Virus Surface Antibody-ARUP,302,,86317,16.58,College Medical Center,2019
1778,40611451,Hepatitis B Virus Core IgM Antibody-ARUP,302,,86705,13.02,College Medical Center,2019
1779,40611469,HBc IgM Interpretation-ARUP,302,,86704,13.33,College Medical Center,2019
1780,40611469,"Hepatitis B Virus Core Antibodies, Total-ARUP",302,,86704,13.33,College Medical Center,2019
1781,40611485,Hepatitis Be Virus Antibody-ARUP,302,,86707,14.46,College Medical Center,2019
1782,40611494,"Hepatitis C Virus Antibody, RIBA-ARUP",302,,86804,17.12,College Medical Center,2019
1783,40611502,HIV-1 Genotyping Reflex-ARUP,302,,86813,180.0,College Medical Center,2019
1784,40611503,Herpesvirus 6 (HHV-6) IgG Ab-ARUP,302,,86790,25.6,College Medical Center,2019
1785,40611506,Heterophile Ab Reflex to Titer-ARUP,302,,86308,5.72,College Medical Center,2019
1786,40611506,Infectious Mono Slide Test-ARUP,302,,86308,5.72,College Medical Center,2019
1787,40611527,"Bence Jones Protein, Quantitative Urine-ARUP",302,,84156,66.96,College Medical Center,2019
1788,40611535,Oligoclonal Band Profile-ARUP,302,,86325,101.6,College Medical Center,2019
1789,40611535,Protein Electrophoresis CSF-ARUP,302,,86325,101.6,College Medical Center,2019
1790,40611587,HIV Screen,302,,86703,45.0,College Medical Center,2019
1791,40611590,Herpes Simplex Virus By PCR-ARUP,302,,87530,125.0,College Medical Center,2019
1792,40611626,Histoplasma Antibodies by CF-ARUP,302,,86171,27.64,College Medical Center,2019
1793,40611632,Monoclonal Protein Detection Quant-ARUP,302,,86334,56.16,College Medical Center,2019
1794,40611637,Kappa-Lambda Quant FLC With Ratio-ARUP,302,,83883,89.6,College Medical Center,2019
1795,40611692,Leptospira Antibody-ARUP,302,,86720,29.64,College Medical Center,2019
1796,40611703,B. burgdorferi  CSF IgG Ab by Wblot-ARUP,302,,86617,17.12,College Medical Center,2019
1797,40611704,B.burgdorferi CSF IgM Ab by WBlot-ARUP,302,,86617,17.12,College Medical Center,2019
1798,40611705,Borrelia species DNA Detection by PCR-ARUP,302,,87476,38.8,College Medical Center,2019
1799,40611747,"Borrelia burgdorferi Abs, Total by ELISA-ARUP",302,,86618,18.83,College Medical Center,2019
1800,40611763,Treponema pallidum Ab by TP-PA-ARUP,302,,86592,16.87,College Medical Center,2019
1801,40611849,Mumps Virus IgG Antibody-ARUP,302,,86735,14.42,College Medical Center,2019
1802,40611850,Mumps Virus IgM Antibody-ARUP,302,,86735,33.0,College Medical Center,2019
1803,40611936,Anti-Neutrophil Cytoplasmic Antibodies-ARUP,302,,86255,31.58,College Medical Center,2019
1804,40611950,"Parvovirus B19 IgG,IgM Abs-ARUP",302,,86747,33.24,College Medical Center,2019
1805,40612133,Myelin Basic Protein CSF-ARUP,302,,83873,29.38,College Medical Center,2019
1806,40612156,Ribosomal P Protein IgG Ab-ARUP,302,,83520,25.6,College Medical Center,2019
1807,40612160,Rubella IgG Antibody-ARUP,302,,86762,14.4,College Medical Center,2019
1808,40612175,Ribonucleic Protein (ENA) IgG Ab-ARUP,302,,86235,15.2,College Medical Center,2019
1809,40612179,Rubella IgM Antibody-ARUP,302,,86762,14.4,College Medical Center,2019
1810,40612180,"Measles, Rubeola IgG, IgM Abs-ARUP",302,,86765,28.5,College Medical Center,2019
1811,40612181,Measles (Rubeola) IgG Antibody-ARUP,302,,86765,11.84,College Medical Center,2019
