,Charge Code (CDM/EAP),Description,Total Price ,CPT/HCPC,Hospital,Year
669,25000002,alprostadil 250 MCG pellet 6 each Box,315.26,J0275,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
670,25000002,alprostadil 500 MCG pellet 1 each Box,168.69,J0275,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
671,25000002,alprostadil 500 MCG pellet 6 each Box,168.69,J0275,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
672,25000002,altretamine 50 MG capsule 100 each Bottle,81.09,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
673,25000002,anastrozole 1 MG tablet 1 each Blister,8.81,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
674,25000002,anastrozole 1 MG tablet 30 each Bottle,56.72,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
675,25000002,anastrozole 1 MG tablet 30 each Box,8.81,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
676,25000002,bexarotene 75 MG capsule 100 each Bottle,1268.6,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
677,25000002,bicalutamide 50 MG tablet 1 each Blister,78.65,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
678,25000002,bicalutamide 50 MG tablet 30 each Bottle,69.98,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
679,25000002,bicalutamide 50 MG tablet 30 each Box,78.65,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
680,25000002,budesonide 0.25 MG/2ML suspension 2 mL Plas Cont,50.72,J7626,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
681,25000002,cabozantinib 3 X 20 MG kit 84 each Box,7285.45,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
682,25000002,dasatinib 100 MG tablet 30 each Bottle,2326.76,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
683,25000002,dasatinib 140 MG tablet 30 each Bottle,332.39,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
684,25000002,dasatinib 20 MG tablet 60 each Bottle,3227.43,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
685,25000002,dasatinib 50 MG tablet 60 each Bottle,2581.93,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
686,25000002,dasatinib 70 MG tablet 60 each Bottle,1844.24,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
687,25000002,dasatinib 80 MG tablet 30 each Bottle,581.69,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
688,25000002,dornase alpha 1 MG/ML solution 2.5 mL Plas Cont,668.82,J7639,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
689,25000002,erlotinib 100 MG tablet 30 each Bottle,1270.24,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
690,25000002,erlotinib 150 MG tablet 30 each Bottle,957.83,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
691,25000002,erlotinib 25 MG tablet 30 each Bottle,1849.87,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
692,25000002,estramustine 140 MG capsule 100 each Bottle,81.77,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
693,25000002,exemestane 25 MG tablet 30 each Bottle,85.98,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
694,25000002,flutamide 125 MG capsule 180 each Bottle,17.78,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
695,25000002,HPV 9-Valent Recomb Vaccine suspension 0.5 mL Vial,1262.87,90651,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
696,25000002,hydroxyurea 200 MG capsule 60 each Bottle,9.65,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
697,25000002,ibrutinib 140 MG capsule 90 each Bottle,732.98,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
698,25000002,imatinib 100 MG tablet 90 each Bottle,1910.22,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
699,25000002,imatinib 400 MG tablet 1 each Blister,1677.3,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
700,25000002,imatinib 400 MG tablet 30 each Bottle,1720.81,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
701,25000002,influenza vac subunit quad suspension 5 mL Vial,116.37,90756,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
702,25000002,ipratropium 0.02 % solution 2.5 mL Plas Cont,6.4,J7644,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
703,25000002,letrozole 2.5 MG tablet 1 each Blister,3.72,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
704,25000002,letrozole 2.5 MG tablet 30 each Bottle,76.72,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
705,25000002,levalbuterol 0.63 MG/3ML nebulizer solution 3 mL Plas Cont,32.52,J7614,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
706,25000002,levalbuterol 1.25 MG/0.5ML nebulizer solution 1 each Plas Cont,32.5,J7612,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
707,25000002,levalbuterol 1.25 MG/0.5ML nebulizer solution 30 each Plas Cont,36.14,J7612,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
708,25000002,levOCARNitine 200 MG/ML solution 5 mL Vial,192.76,J1955,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
709,25000002,lomustine 10 MG capsule 20 each Bottle,44.99,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
710,25000002,lomustine 40 MG capsule 20 each Bottle,135.5,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
711,25000002,megestrol 20 MG tablet 1 each Blister,2.79,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
712,25000002,megestrol 20 MG tablet 100 each Bottle,2.94,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
713,25000002,megestrol 20 MG tablet 100 each Box,2.79,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
714,25000002,megestrol 40 MG tablet 100 each Box,2.91,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
715,25000002,mercaptopurine 2000 MG/100ML suspension 100 mL Bottle,6312.53,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
716,25000002,mercaptopurine 50 MG tablet 25 each Bottle,34.79,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
717,25000002,mercaptopurine 50 MG tablet 250 each Bottle,30.51,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
718,25000002,mercaptopurine 50 MG tablet 30 each Box,8.85,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
719,25000002,neratinib maleate 40 MG tablet 180 each Bottle,356.38,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
720,25000002,nilotinib 150 MG capsule 28 each Disp Pack,835.02,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
721,25000002,nilotinib 200 MG capsule 28 each Disp Pack,939.39,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
722,25000002,nilutamide 150 MG tablet 30 each Disp Pack,712.64,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
723,25000002,pentamidine 300 MG reconstituted solution 1 each Vial,851.15,J2545,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
724,25000002,pomalidomide 1 MG capsule 100 each Bottle,4178.75,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
725,25000002,pomalidomide 2 MG capsule 100 each Bottle,2089.38,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
726,25000002,pomalidomide 3 MG capsule 100 each Bottle,1392.92,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
727,25000002,pomalidomide 4 MG capsule 21 each Bottle,1044.69,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
728,25000002,ponatinib 15 MG tablet 30 each Bottle,2815.37,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
729,25000002,PONATinib 45 MG tablet 30 each Bottle,1876.91,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
730,25000002,procarbazine 50 MG capsule 100 each Bottle,499.39,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
731,25000002,ribavirin 6 g reconstituted solution 1 each Vial,48424.82,J7699,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
732,25000002,ruxolitinib 10 MG tablet 60 each Bottle,1114.44,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
733,25000002,ruxolitinib 15 MG tablet 60 each Bottle,1114.44,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
734,25000002,ruxolitinib 20 MG tablet 60 each Bottle,1114.44,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
735,25000002,ruxolitinib 25 MG tablet 60 each Bottle,1114.44,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
736,25000002,ruxolitinib 5 MG tablet 60 each Bottle,1114.44,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
737,25000002,tamoxifen 10 MG tablet 100 each Box,2.44,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
738,25000002,tamoxifen 10 MG tablet 60 each Bottle,8.06,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
739,25000002,tamoxifen 20 MG tablet 30 each Bottle,8.05,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
740,25000002,thioguanine 40 MG tablet 25 each Bottle,128.92,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
741,25000002,tobramycin 300 MG/5ML nebulizer solution 5 mL Plas Cont,762.61,J7682,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
742,25000002,toremifene Citrate 60 MG tablet 30 each Bottle,131.33,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
743,25000002,tretinoin 10 MG capsule 1 each Blister,128.86,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
744,25000002,tretinoin 10 MG capsule 100 each Bottle,158.75,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
745,25000002,tretinoin 10 MG capsule 30 each Box,128.86,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
746,25000002,venetoclax 10 MG tablet 14 each Box,47.39,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
747,25000002,venetoclax 100 MG tablet 120 each Bottle,47.39,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
748,25000002,venetoclax 50 MG tablet 7 each Box,47.39,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
749,25000002,vorinostat 100 MG capsule 120 each Bottle,1275.82,J8999,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
750,25000003,BCG injection 1 each Vial,914.13,90585,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
751,25000003,heparin 100 UNIT/ML solution 3 mL Syringe,14.99,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
752,25000003,heparin 100 UNIT/ML solution 5 mL Crtrdg-NDL,11.98,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
753,25000003,heparin 100 UNIT/ML solution 5 mL Vial,12.05,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
754,25000003,heparin flush (porcine) 100 UNIT/ML solution 3 mL Syringe,0.91,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
