,Dept Code & Name,Description,Total Units,2018 Price,2019 Price,2018 Total,2019 Total,Hospital,Year
1175,7420 Operating Room,742034703 VALVE PULMONARY CAT 1 MED 21MM HV,4.0,27229.0,28046.0,108916.0,112184.0,Childrens Hospital of Los Angeles,2019
1176,7660 MRI Scans,766002233 MRI UP EXT JT WO CONT,36.0,3024.0,3172.0,108864.0,114192.0,Childrens Hospital of Los Angeles,2019
1177,7660 MRI Scans,766068851 MRI PITUITARY IRON/OVERLOAD,33.0,3293.0,3458.0,108669.0,114114.0,Childrens Hospital of Los Angeles,2019
1178,7710 Pharmacy,771025051 BECLOMETHASONE 40 MCG INHL 8.7 GM,192.0,566.0,566.0,108672.0,108672.0,Childrens Hospital of Los Angeles,2019
1179,7721 Emergency Transport,772140027 CO2 EXP. GAS DETERMINATION,356.0,305.0,307.0,108580.0,109292.0,Childrens Hospital of Los Angeles,2019
1180,7770 PT Outpatient,777012051 PT MANUAL THERAPY 15 MIN,775.0,140.0,140.0,108500.0,108500.0,Childrens Hospital of Los Angeles,2019
1181,7710 Pharmacy,771031287 PHYTONADIONE 5MG TAB,702.0,154.0,155.0,108108.0,108810.0,Childrens Hospital of Los Angeles,2019
1182,7420 Operating Room,742044830 PLATE MESH 51MMX51MMX1 528105004,48.0,2255.0,2323.0,108240.0,111504.0,Childrens Hospital of Los Angeles,2019
1183,7503 Lab Chemistry,750347824 THYROXINE TOTAL - T4,1299.0,83.0,85.0,107817.0,110415.0,Childrens Hospital of Los Angeles,2019
1184,7710 Pharmacy,771013804 PHENOBARBITAL ELIX 20MG/5ML,6307.0,17.0,17.0,107219.0,107219.0,Childrens Hospital of Los Angeles,2019
1185,7710 Pharmacy,771001317 D10/0.9% NACL 1000ML,771.0,139.0,139.0,107169.0,107169.0,Childrens Hospital of Los Angeles,2019
1186,7640 Radiation Oncology,764046352 THER SIMULATION SIMPLE,36.0,2966.0,2966.0,106776.0,106776.0,Childrens Hospital of Los Angeles,2019
1187,7398 Infusion Center,739811003 TRANSFUSION - 1 HR,248.0,430.0,430.0,106640.0,106640.0,Childrens Hospital of Los Angeles,2019
1188,7076 Orthopedic Clinic,707629425 APPLICATION SHORT LEG CAST WALKER,166.0,641.0,641.0,106406.0,106406.0,Childrens Hospital of Los Angeles,2019
1189,7590 Cardiology,759010004 NEW PATIENT OP CLINIC LVL 4,202.0,526.0,537.0,106252.0,108474.0,Childrens Hospital of Los Angeles,2019
1190,7710 Pharmacy,771003847 SUCRALFATE SUSP 1GM/10ML,3675.0,29.0,29.0,106575.0,106575.0,Childrens Hospital of Los Angeles,2019
1191,7502 Lab Microbiology,750203701 URINALYSIS W/O MICROSCOPIC,3773.0,28.0,29.0,105644.0,109417.0,Childrens Hospital of Los Angeles,2019
1192,7503 Lab Chemistry,750343552 HEPATITIS B SURFACE AB (HBS AB),1061.0,99.0,102.0,105039.0,108222.0,Childrens Hospital of Los Angeles,2019
1193,7420 Operating Room,742033121 PACK MASTOID CDS981085B,89.0,1183.0,1183.0,105287.0,105287.0,Childrens Hospital of Los Angeles,2019
1194,7082 Division Of Urology,708266071 UROFLOWMETRY COMPLEX,305.0,345.0,345.0,105225.0,105225.0,Childrens Hospital of Los Angeles,2019
1195,7420 Operating Room,742041486 SCREW 5.5X35MM X0212513,41.0,2563.0,2665.0,105083.0,109265.0,Childrens Hospital of Los Angeles,2019
1196,7420 Operating Room,742037954 PIKPAK VITRECTOMY CONSTELLA 23GA,49.0,2142.0,2142.0,104958.0,104958.0,Childrens Hospital of Los Angeles,2019
1197,7631 Intervention Radiology,763166813 IR ABSCESS DRAINAGE PERITONEAL,22.0,4764.0,4804.0,104808.0,105688.0,Childrens Hospital of Los Angeles,2019
1198,7420 Operating Room,742041290 ROD CCR 5.5MM 1556200500,57.0,1835.0,1837.0,104595.0,104709.0,Childrens Hospital of Los Angeles,2019
1199,7420 Operating Room,742039735 STIMULATOR LOCATOR NERVE 9094,48.0,2179.0,2179.0,104592.0,104592.0,Childrens Hospital of Los Angeles,2019
1200,7383 CCS Clinic Rheumatology,738310002 NEW PATIENT OP CLINIC LVL 2,399.0,262.0,267.0,104538.0,106533.0,Childrens Hospital of Los Angeles,2019
1201,7710 Pharmacy,771001424 D5/0.45% NACL 1000ML,1494.0,70.0,70.0,104580.0,104580.0,Childrens Hospital of Los Angeles,2019
1202,7189 Endo-Metabolic Clinic,718965004 NURSE EVALUATION 1/2 HR,3068.0,34.0,34.0,104312.0,104312.0,Childrens Hospital of Los Angeles,2019
1203,7420 Operating Room,742038528 HOOK LAMINAR WIDE LG 2000-5522,68.0,1522.0,1573.0,103496.0,106964.0,Childrens Hospital of Los Angeles,2019
1204,7710 Pharmacy,771021360 LINEZOLID 200MG/100ML D5W,383.0,269.0,269.0,103027.0,103027.0,Childrens Hospital of Los Angeles,2019
1205,7630 Radiology Diagnostic,763001017 X/R CHEST/LAT DECUB,298.0,345.0,345.0,102810.0,102810.0,Childrens Hospital of Los Angeles,2019
1206,7710 Pharmacy,771031014 PHENYLEPHRINE INJ 10MG/1ML AMP,1065.0,96.0,96.0,102240.0,102240.0,Childrens Hospital of Los Angeles,2019
1207,7710 Pharmacy,771024027 HYDROXYZINE HCL INJ 25MG/2ML,2084.0,49.0,49.0,102116.0,102116.0,Childrens Hospital of Los Angeles,2019
1208,7710 Pharmacy,771036169 HEPARIN INJ 5000U/1ML,1052.0,97.0,98.0,102044.0,103096.0,Childrens Hospital of Los Angeles,2019
1209,7660 MRI Scans,766002399 MRI BRAIN WITH CONTRAST,27.0,3781.0,3970.0,102087.0,107190.0,Childrens Hospital of Los Angeles,2019
1210,7710 Pharmacy,771036318 LET TOP SOLN 1.5ML,1730.0,59.0,59.0,102070.0,102070.0,Childrens Hospital of Los Angeles,2019
1211,7502 Lab Microbiology,750239880 ASPERGILLUS ANTIGEN EIA SERUM,765.0,133.0,137.0,101745.0,104805.0,Childrens Hospital of Los Angeles,2019
1212,7514 Stem Cell Processing,751422350 STEM CELL (IE CD34) TL COUNT,278.0,365.0,365.0,101470.0,101470.0,Childrens Hospital of Los Angeles,2019
1213,7778 Outpatient OT,777811041 X-OT THER ACT ADDL 15 MIN,1090.0,93.0,93.0,101370.0,101370.0,Childrens Hospital of Los Angeles,2019
1214,7504 Lab Transplant Immunology,750432008 COMPLEMENT C4,1265.0,80.0,82.0,101200.0,103730.0,Childrens Hospital of Los Angeles,2019
1215,7710 Pharmacy,771056456 SODIUM ACETATE INJ 2MEQ/ML,781.0,129.0,130.0,100749.0,101530.0,Childrens Hospital of Los Angeles,2019
1216,7592 Invasive - Cath Lab,759235476 TRANSLUM BLN ANGIO PERC VENOUS,14.0,7216.0,,101024.0,0.0,Childrens Hospital of Los Angeles,2019
1217,7730 Pulmonary Physiology Lab,773044109 CARDIOLOGY STRESS TEST,264.0,382.0,393.0,100848.0,103752.0,Childrens Hospital of Los Angeles,2019
1218,7774 Inpatient  - SLP,777415001 SLP SWALLOWING EVAL-FLUORO,159.0,634.0,634.0,100806.0,100806.0,Childrens Hospital of Los Angeles,2019
1219,7420 Operating Room,742036724 BLADE BONE MILL MED,179.0,563.0,564.0,100777.0,100956.0,Childrens Hospital of Los Angeles,2019
1220,7710 Pharmacy,771022200 D10/0.2% NACL 250 ML BAG,1357.0,74.0,75.0,100418.0,101775.0,Childrens Hospital of Los Angeles,2019
1221,7630 Radiology Diagnostic,763003526 X/R ESOPHOGRAM SWALLOW,102.0,984.0,984.0,100368.0,100368.0,Childrens Hospital of Los Angeles,2019
1222,7420 Operating Room,742028017 CONDUIT CONTEGRA UNSUPP 16MM,9.0,11141.0,11475.0,100269.0,103275.0,Childrens Hospital of Los Angeles,2019
1223,7391 Pulmonology Clinic,739165004 NURSE EVALUATION 1/2 HR,2938.0,34.0,34.0,99892.0,99892.0,Childrens Hospital of Los Angeles,2019
1224,7420 Operating Room,742013765 BLANKET FULL BODY PED 36X33IN 555,2377.0,42.0,42.0,99834.0,99834.0,Childrens Hospital of Los Angeles,2019
1225,7631 Intervention Radiology,763110004 IR PLACEMENT OF J-TUBE,25.0,3971.0,3971.0,99275.0,99275.0,Childrens Hospital of Los Angeles,2019
1226,7631 Intervention Radiology,763167016 IR CT GUIDED PROCEDURE,114.0,869.0,869.0,99066.0,99066.0,Childrens Hospital of Los Angeles,2019
1227,7861 Heart/Lung Transplant,786151256 *X DONOR TRANSPORT AIR F,3.0,33000.0,36300.0,99000.0,108900.0,Childrens Hospital of Los Angeles,2019
1228,7710 Pharmacy,"771023405 CREON 12,000 UNITS CAP",4202.0,24.0,24.0,100848.0,100848.0,Childrens Hospital of Los Angeles,2019
1229,7430 Ambulatory Surgery Center,743033817 PACK PLASTIC DYN116539G,211.0,467.0,467.0,98537.0,98537.0,Childrens Hospital of Los Angeles,2019
1230,7592 Invasive - Cath Lab,759245806 RT& RETR LT W/ OR W/O OUTPT W/WDG,6.0,16383.0,,98298.0,0.0,Childrens Hospital of Los Angeles,2019
1231,7660 MRI Scans,766065435 MRI PELVIS W/O CONTRAST,28.0,3505.0,3680.0,98140.0,103040.0,Childrens Hospital of Los Angeles,2019
1232,7710 Pharmacy,771024150 CHOLECALC(VIT D3) 400U/ML 50MLSOL,2342.0,42.0,42.0,98364.0,98364.0,Childrens Hospital of Los Angeles,2019
1233,7782 SLP OP,778210048 SLP SWALLOWING TREATMENT 60 MIN,263.0,371.0,371.0,97573.0,97573.0,Childrens Hospital of Los Angeles,2019
1234,7384 Spina Bifida Clinic,738420005 EST PATIENT OP CLINIC LVL 5,219.0,445.0,454.0,97455.0,99426.0,Childrens Hospital of Los Angeles,2019
1235,7710 Pharmacy,771093333 PENICILLIN G SOD 1 MIL UNIT INJ,672.0,145.0,145.0,97440.0,97440.0,Childrens Hospital of Los Angeles,2019
1236,7592 Invasive - Cath Lab,759292986 PERC BLN VALVULOPLASTY AORTIC,8.0,12156.0,12604.0,97248.0,100832.0,Childrens Hospital of Los Angeles,2019
1237,7710 Pharmacy,771024210 POLY-VI-SOL DROP 1ML SYRINGE,8134.0,12.0,12.0,97608.0,97608.0,Childrens Hospital of Los Angeles,2019
1238,7190 Hem/Onc Outpatient,719065004 NURSE EVALUATION 1/2 HR,2855.0,34.0,34.0,97070.0,97070.0,Childrens Hospital of Los Angeles,2019
1239,7526 Molecular Diagnostics,"752671283 MCM-CMV, AMPLIFIED PROBE",440.0,220.0,220.0,96800.0,96800.0,Childrens Hospital of Los Angeles,2019
1240,7680 CT Scanner,768065449 CT ANGIO HEAD W/WO CONTRAST,36.0,2689.0,2689.0,96804.0,96804.0,Childrens Hospital of Los Angeles,2019
1241,7670 Diagnostic Ultra-Sound,767065342 U/S INFANT HIPS REALTIME DYNAMIC,140.0,691.0,691.0,96740.0,96740.0,Childrens Hospital of Los Angeles,2019
1242,7710 Pharmacy,771012038 DIAZOXIDE LIQ 50MG/ML 30ML,262.0,369.0,369.0,96678.0,96678.0,Childrens Hospital of Los Angeles,2019
1243,7720 Respiratory Care,772094150 VITAL CAPACITY TOTAL,555.0,174.0,179.0,96570.0,99345.0,Childrens Hospital of Los Angeles,2019
1244,7592 Invasive - Cath Lab,759241482 CATH ANGIO MONGOOSE 3.3F PIG 6MM,43.0,2241.0,2317.0,96363.0,99631.0,Childrens Hospital of Los Angeles,2019
1245,7420 Operating Room,742044410 SCREW 5.5X35MM 14-562335,36.0,2677.0,2757.0,96372.0,99252.0,Childrens Hospital of Los Angeles,2019
1246,7420 Operating Room,742044875 SCREW 5.0X30MM 14-562230,36.0,2677.0,2757.0,96372.0,99252.0,Childrens Hospital of Los Angeles,2019
1247,7740 Hemodialysis,774065202 DECLOT VASCULAR ACCESS DEVICE,415.0,232.0,232.0,96280.0,96280.0,Childrens Hospital of Los Angeles,2019
1248,7504 Lab Transplant Immunology,750432041 FOOD ALLERGEN IGE EAX12,5928.0,16.0,17.0,94848.0,100776.0,Childrens Hospital of Los Angeles,2019
1249,7710 Pharmacy,771079516 COLYMYCIN-M INJ 150MG VIAL,254.0,376.0,376.0,95504.0,95504.0,Childrens Hospital of Los Angeles,2019
1250,7503 Lab Chemistry,750343556 HEPATITIS C AB (HCV),960.0,99.0,102.0,95040.0,97920.0,Childrens Hospital of Los Angeles,2019
1251,7761 Gastroenterology,776110002 NEW PATIENT OP CLINIC LVL 2,364.0,262.0,267.0,95368.0,97188.0,Childrens Hospital of Los Angeles,2019
1252,7504 Lab Transplant Immunology,750432015 HAPTOGLOBIN,733.0,130.0,134.0,95290.0,98222.0,Childrens Hospital of Los Angeles,2019
1253,7710 Pharmacy,771024510 RUFINAMIDE 200MG/5ML ORAL SUSP,1699.0,56.0,56.0,95144.0,95144.0,Childrens Hospital of Los Angeles,2019
1254,7710 Pharmacy,771019215 OCTREOTIDE INJ 100MCG/ML 1ML,720.0,132.0,132.0,95040.0,95040.0,Childrens Hospital of Los Angeles,2019
1255,7511 Special Chemistry,751140119 CYCLOSPORINE,664.0,143.0,143.0,94952.0,94952.0,Childrens Hospital of Los Angeles,2019
1256,7670 Diagnostic Ultra-Sound,"767020175 TRANSCRANIAL DOPPLER, COMPLETE",96.0,988.0,988.0,94848.0,94848.0,Childrens Hospital of Los Angeles,2019
1257,7710 Pharmacy,771018953 DIAZEPAM LIQ 5MG/5ML,3967.0,24.0,24.0,95208.0,95208.0,Childrens Hospital of Los Angeles,2019
1258,7710 Pharmacy,771011032 ACETYLCYSTEINE 20% INH SOLN 30ML,267.0,355.0,355.0,94785.0,94785.0,Childrens Hospital of Los Angeles,2019
1259,7420 Operating Room,742045917 URETERSCOPE FLEX DIG DSP STD9.5FR,18.0,5261.0,5261.0,94698.0,94698.0,Childrens Hospital of Los Angeles,2019
1260,7710 Pharmacy,771030271 PENTAMIDINE 300MG INJ,242.0,391.0,391.0,94622.0,94622.0,Childrens Hospital of Los Angeles,2019
1261,7503 Lab Chemistry,750348707 VALPROIC ACID,714.0,132.0,136.0,94248.0,97104.0,Childrens Hospital of Los Angeles,2019
1262,7710 Pharmacy,771025155 FACTOR VIII (ADYNOVATE) INJ1 UNT,15682.0,6.0,6.0,94092.0,94092.0,Childrens Hospital of Los Angeles,2019
1263,7470 Central Services & Receiving,747008189 NEEDLE HUBER 20G 3/4,1542.0,61.0,,94062.0,0.0,Childrens Hospital of Los Angeles,2019
1264,7710 Pharmacy,771023265 PROAIR HFA(ALBUTEROL MDI) 8.5GM,506.0,186.0,186.0,94116.0,94116.0,Childrens Hospital of Los Angeles,2019
1265,7391 Pulmonology Clinic,739165002 COMP CHART REV & RPT,865.0,108.0,108.0,93420.0,93420.0,Childrens Hospital of Los Angeles,2019
1266,7740 Hemodialysis,774065184 IV INF THER INIT 0-60MIN,289.0,324.0,324.0,93636.0,93636.0,Childrens Hospital of Los Angeles,2019
1267,7630 Radiology Diagnostic,763010240 X/R CATH TRAY,616.0,152.0,152.0,93632.0,93632.0,Childrens Hospital of Los Angeles,2019
1268,7680 CT Scanner,768076851 CT 3D IMAGE RECON,312.0,300.0,300.0,93600.0,93600.0,Childrens Hospital of Los Angeles,2019
1269,7710 Pharmacy,771041805 LEVOFLOXACIN INJ 500 MG,257.0,364.0,364.0,93548.0,93548.0,Childrens Hospital of Los Angeles,2019
1270,7710 Pharmacy,771021350 GRANISETRON 1MG TAB,636.0,147.0,147.0,93492.0,93492.0,Childrens Hospital of Los Angeles,2019
1271,7631 Intervention Radiology,763100591 IR VENOGRAM EXT UNILATERAL,19.0,4870.0,4870.0,92530.0,92530.0,Childrens Hospital of Los Angeles,2019
1272,7420 Operating Room,742038525 ROD CHROME COBALT XX HARD 510MM,95.0,971.0,1002.0,92245.0,95190.0,Childrens Hospital of Los Angeles,2019
1273,7420 Operating Room,742033033 POUCH SPECIMEN RETRI 10MM 173050G,380.0,242.0,242.0,91960.0,91960.0,Childrens Hospital of Los Angeles,2019
1274,7010 Emergency Department,701020067 CHANGE OF GASTROSTOMY TUBE,198.0,464.0,478.0,91872.0,94644.0,Childrens Hospital of Los Angeles,2019
1275,7420 Operating Room,742005933 VALVE LEVEL 1.5 SM,26.0,3532.0,3645.0,91832.0,94770.0,Childrens Hospital of Los Angeles,2019
1276,7010 Emergency Department,701020043 INSERT I/O STRAIGHT CATH,189.0,485.0,501.0,91665.0,94689.0,Childrens Hospital of Los Angeles,2019
1277,7710 Pharmacy,771017039 CLOTRIMAZOLE 1% CRM 15GM,1121.0,82.0,82.0,91922.0,91922.0,Childrens Hospital of Los Angeles,2019
1278,7710 Pharmacy,771023935 LEVOTHYROXINE 100MCG INJ,392.0,233.0,235.0,91336.0,92120.0,Childrens Hospital of Los Angeles,2019
1279,7590 Cardiology,759010003 NEW PATIENT OP CLINIC LVL 3,209.0,437.0,446.0,91333.0,93214.0,Childrens Hospital of Los Angeles,2019
1280,7710 Pharmacy,771007715 POTASSIUM CL 10MEQ/D5W 100ML IV,457.0,200.0,200.0,91400.0,91400.0,Childrens Hospital of Los Angeles,2019
1281,7745 General Nephrology,774565007 SOC WORK EVAL 1/2 HR,1099.0,83.0,83.0,91217.0,91217.0,Childrens Hospital of Los Angeles,2019
1282,7503 Lab Chemistry,750345510 MICROALBUMIN QUANT URINE,1328.0,69.0,71.0,91632.0,94288.0,Childrens Hospital of Los Angeles,2019
1283,7182 Allergy Clinic,718210002 NEW PATIENT OP CLINC LVL 2,346.0,262.0,267.0,90652.0,92382.0,Childrens Hospital of Los Angeles,2019
1284,7470 Central Services & Receiving,747009476 ADMIN SET HEMOSET 8C195,1105.0,82.0,,90610.0,0.0,Childrens Hospital of Los Angeles,2019
1285,7710 Pharmacy,771063336 20% D/W 500ML GL 2A0213,510.0,177.0,178.0,90270.0,90780.0,Childrens Hospital of Los Angeles,2019
1286,7710 Pharmacy,771041102 THIAMINE HCI INJ 100MG/1ML,991.0,91.0,91.0,90181.0,90181.0,Childrens Hospital of Los Angeles,2019
1287,7420 Operating Room,742038835 SCREW 6.5X45MM 55840006545,35.0,2564.0,2665.0,89740.0,93275.0,Childrens Hospital of Los Angeles,2019
1288,7710 Pharmacy,771088517 GO-LYTELY 1 GALLON,641.0,140.0,140.0,89740.0,89740.0,Childrens Hospital of Los Angeles,2019
1289,7710 Pharmacy,771020122 ENALAPRIL 1.25MG/ML INJ,692.0,130.0,130.0,89960.0,89960.0,Childrens Hospital of Los Angeles,2019
1290,7710 Pharmacy,771020345 ROPIVACAINE 1% 10ML AMP,705.0,127.0,127.0,89535.0,89535.0,Childrens Hospital of Los Angeles,2019
1291,7710 Pharmacy,771011446 HEALON 10MG/ML INJ 0.85ML SYRING,152.0,588.0,588.0,89376.0,89376.0,Childrens Hospital of Los Angeles,2019
1292,7680 CT Scanner,768065458 CT BONE MINERAL DENSITY STUDY AXI,84.0,1060.0,1060.0,89040.0,89040.0,Childrens Hospital of Los Angeles,2019
1293,7710 Pharmacy,771024130 DECITABINE 1MG INJ,707.0,126.0,126.0,89082.0,89082.0,Childrens Hospital of Los Angeles,2019
1294,7710 Pharmacy,771034750 EPINEPHRINE INJ 1MG/ML AMP,1044.0,85.0,85.0,88740.0,88740.0,Childrens Hospital of Los Angeles,2019
1295,7420 Operating Room,742038952 BAG SUCTN DISP F/OLYM OFP 1500CC,580.0,153.0,153.0,88740.0,88740.0,Childrens Hospital of Los Angeles,2019
1296,7710 Pharmacy,771020900 PORACTANT (CUROSURF) 120MG/1.5ML,62.0,1428.0,1428.0,88536.0,88536.0,Childrens Hospital of Los Angeles,2019
1297,7710 Pharmacy,771023355 FIBRIN SEALANT (TISSEEL) 4ML TOP,94.0,941.0,942.0,88454.0,88548.0,Childrens Hospital of Los Angeles,2019
1298,7420 Operating Room,742005511 SPONGE AGENT HEMOST 2X14IN ET1951,443.0,200.0,200.0,88600.0,88600.0,Childrens Hospital of Los Angeles,2019
1299,7710 Pharmacy,771022650 CLINDAMYCIN 300MG 50ML D5W BAG,883.0,100.0,100.0,88300.0,88300.0,Childrens Hospital of Los Angeles,2019
1300,7420 Operating Room,742046334 SRW POLYAXIAL 5.5X45MM 7020000033,33.0,2674.0,2757.0,88242.0,90981.0,Childrens Hospital of Los Angeles,2019
1301,7420 Operating Room,742033200 HANDLE ENDO GIA UNIVERSAL 030449,301.0,293.0,293.0,88193.0,88193.0,Childrens Hospital of Los Angeles,2019
1302,7743 Peritoneal Dialysis,774390923 ESRD SVCS PER DAY AGE 2-11,229.0,385.0,385.0,88165.0,88165.0,Childrens Hospital of Los Angeles,2019
1303,7420 Operating Room,742038147 GRANULE CORTICAL CANCELL 60CC 400,66.0,1332.0,1374.0,87912.0,90684.0,Childrens Hospital of Los Angeles,2019
1304,7631 Intervention Radiology,763167003 IR DRAINAGE CATHETER,138.0,636.0,638.0,87768.0,88044.0,Childrens Hospital of Los Angeles,2019
1305,7710 Pharmacy,771014242 BUPIVACAINE W/EPI 0.25% INJ 10ML,1486.0,59.0,59.0,87674.0,87674.0,Childrens Hospital of Los Angeles,2019
1306,7650 Nuclear Radiology,765001353 CSF SHUNT EVALUATION,39.0,2247.0,2247.0,87633.0,87633.0,Childrens Hospital of Los Angeles,2019
1307,7710 Pharmacy,771022660 EPINEPHRINE 0.16MG/ML IN D5W 30ML,942.0,93.0,93.0,87606.0,87606.0,Childrens Hospital of Los Angeles,2019
1308,7503 Lab Chemistry,750342114 CHOLESTEROL TOTAL,902.0,97.0,100.0,87494.0,90200.0,Childrens Hospital of Los Angeles,2019
1309,7420 Operating Room,742028387 SUTURE PROLENE C-1 SZ 5-0 4-24IN,1118.0,78.0,78.0,87204.0,87204.0,Childrens Hospital of Los Angeles,2019
1310,7592 Invasive - Cath Lab,759243358 INFLATION/HAND INJ/SYRINGE,465.0,187.0,193.0,86955.0,89745.0,Childrens Hospital of Los Angeles,2019
1311,7830 Institute for Developing MInd,783065022 LANGUAGE EVALUATION 30 MINUTES,396.0,219.0,219.0,86724.0,86724.0,Childrens Hospital of Los Angeles,2019
1312,7590 Cardiology,759020004 EST PATIENT OP CLINIC LVL 4,276.0,314.0,320.0,86664.0,88320.0,Childrens Hospital of Los Angeles,2019
1313,7190 Hem/Onc Outpatient,719020001 EST PATIENT OP CLINIC LVL 1,631.0,137.0,140.0,86447.0,88340.0,Childrens Hospital of Los Angeles,2019
1314,7710 Pharmacy,771020601 OMEPRAZOLE 20MG CAP,5090.0,17.0,17.0,86530.0,86530.0,Childrens Hospital of Los Angeles,2019
1315,7502 Lab Microbiology,750237702 ROTAVIRUS ASSAY,838.0,103.0,106.0,86314.0,88828.0,Childrens Hospital of Los Angeles,2019
1316,7420 Operating Room,742004592 VALVE LEVEL 1 SM 42812,26.0,3312.0,3411.0,86112.0,88686.0,Childrens Hospital of Los Angeles,2019
1317,7630 Radiology Diagnostic,763001520 X/R SPINE 1 VW SPECIFY LEVEL,192.0,448.0,448.0,86016.0,86016.0,Childrens Hospital of Los Angeles,2019
1318,7592 Invasive - Cath Lab,759245629 SUPERVISION PTA -VENOUS,20.0,4295.0,,85900.0,0.0,Childrens Hospital of Los Angeles,2019
1319,7420 Operating Room,742034340 PACK DENTAL,559.0,154.0,154.0,86086.0,86086.0,Childrens Hospital of Los Angeles,2019
1320,7073 Otolaryngology (Ent Clinic),707330000 BINOCULAR MICROSCOPY,920.0,93.0,,85560.0,0.0,Childrens Hospital of Los Angeles,2019
1321,7514 Stem Cell Processing,751422431 THAW/WASH CRYO CORD BLOOD PROC,9.0,9521.0,9521.0,85689.0,85689.0,Childrens Hospital of Los Angeles,2019
1322,7420 Operating Room,742041704 SET TUBING DISP EXT FILTER 5450,69.0,1235.0,1237.0,85215.0,85353.0,Childrens Hospital of Los Angeles,2019
1323,7420 Operating Room,742038782 TUBING EXT ENDO W/OLYMPUS OFP IRR,30.0,2839.0,2839.0,85170.0,85170.0,Childrens Hospital of Los Angeles,2019
1324,7394 Adolescent Medicine,739410001 NEW PATIENT OP CLINIC LVL 1,439.0,194.0,198.0,85166.0,86922.0,Childrens Hospital of Los Angeles,2019
1325,7592 Invasive - Cath Lab,759280542 AMPLATZER SEPTAL OCCLUDERS 24MM,5.0,17027.0,,85135.0,0.0,Childrens Hospital of Los Angeles,2019
1326,7710 Pharmacy,771023465 PLERIXAFOR(MOZOBIL) 1MG INJ,64.0,1330.0,1330.0,85120.0,85120.0,Childrens Hospital of Los Angeles,2019
1327,7650 Nuclear Radiology,765002638 NM LEVEL III,90.0,943.0,944.0,84870.0,84960.0,Childrens Hospital of Los Angeles,2019
1328,7710 Pharmacy,771000574 BLEOMYCIN INJ 15 UNIT VIAL,195.0,434.0,434.0,84630.0,84630.0,Childrens Hospital of Los Angeles,2019
1329,7420 Operating Room,742026658 CATHE BACTISEAL PERITONEAL NS0339,83.0,1017.0,1048.0,84411.0,86984.0,Childrens Hospital of Los Angeles,2019
1330,7528 Anatomic Pathology Lab,752802050 IMMUNOFLUORESCENCE EACH DIRECT,297.0,284.0,293.0,84348.0,87021.0,Childrens Hospital of Los Angeles,2019
1331,7778 Outpatient OT,777811032 X-OT EVALUATION ADDL 15 MIN,629.0,134.0,134.0,84286.0,84286.0,Childrens Hospital of Los Angeles,2019
1332,7189 Endo-Metabolic Clinic,718965002 COMP CHART REV & RPT,777.0,108.0,108.0,83916.0,83916.0,Childrens Hospital of Los Angeles,2019
1333,7710 Pharmacy,771033897 SODIUM BICARB 10MEQ/10ML INJ,589.0,143.0,143.0,84227.0,84227.0,Childrens Hospital of Los Angeles,2019
