,Px/Rx/Sx,CDM Code,Description,REV,HCPCS,Price,Hospital,Year
4219,Sx00000018845,2720000194,DRILL BIT SYN 1.8X50MM 310.592,272,,981.29,Community Hospital of the Monterey Peninsula,2019
4220,Sx00000018846,2720000194,DRILL BIT SYN 1.8X75MM 310.562,272,,829.32,Community Hospital of the Monterey Peninsula,2019
4221,Sx00000018848,2720000194,DRILL BIT SYN 1X4MM 316.446,272,,998.82,Community Hospital of the Monterey Peninsula,2019
4222,Sx00000018849,2720000194,DRILL BIT SYN 1X6MM 316.447,272,,1051.43,Community Hospital of the Monterey Peninsula,2019
4223,Sx00000018850,2720000194,DRILL BIT SYN 1X6MM 316.616,272,,981.29,Community Hospital of the Monterey Peninsula,2019
4224,Sx00000016124,2720000194,DRILL BIT SYN 2.5MM 310.25**,272,,499.66,Community Hospital of the Monterey Peninsula,2019
4225,Sx00000027163,2720000194,DRILL BIT SYN 2.7MM 315.28,272,,721.07,Community Hospital of the Monterey Peninsula,2019
4226,Sx00000016126,2720000194,DRILL BIT SYN 2MM 310.19,272,,534.4,Community Hospital of the Monterey Peninsula,2019
4227,Sx00000001187,2720000194,DRILL BIT SYN 2MM 310.21,272,,558.45,Community Hospital of the Monterey Peninsula,2019
4228,Sx00000016129,2720000194,DRILL BIT SYN 3.2MM 310.31,272,,486.91,Community Hospital of the Monterey Peninsula,2019
4229,Sx00000017194,2720000194,DRILL BIT SYN CANN 4.3MM,272,,2259.47,Community Hospital of the Monterey Peninsula,2019
4230,Sx00000017195,2720000194,DRILL BIT SYN CANN 5MM 310.632,272,,2165.01,Community Hospital of the Monterey Peninsula,2019
4231,Sx00000000898,2720000194,DRILL BIT SYN IM 4MM 315.40,272,,915.12,Community Hospital of the Monterey Peninsula,2019
4232,Sx00000016133,2720000194,DRILL BIT SYN IM 5MM 310.63,272,,3001.73,Community Hospital of the Monterey Peninsula,2019
4233,Sx00000030510,2720000194,DRILL CANN 2.7X70MM IJSCDC2770,272,,2512.68,Community Hospital of the Monterey Peninsula,2019
4234,Sx00000016134,2780000106,DRILL CANN 3MM AR2257D30,278,,2384.09,Community Hospital of the Monterey Peninsula,2019
4235,Sx00000030443,2720000194,DRILL COUNTERSINK PL2080,272,,1624.24,Community Hospital of the Monterey Peninsula,2019
4236,Sx00000016967,2720000194,DRILL EBI 4.8 180MM 03020,272,,1367.06,Community Hospital of the Monterey Peninsula,2019
4237,Sx00000016135,2720000194,DRILL GRAD 4.3 211201405,272,,1349.52,Community Hospital of the Monterey Peninsula,2019
4238,Sx00000016136,2720000194,DRILL GRAD LNG 4.3 211201408,272,,1256.0,Community Hospital of the Monterey Peninsula,2019
4239,Sx00000016137,2720000194,DRILL GRAD SHRT 4.3 211201406,272,,1256.0,Community Hospital of the Monterey Peninsula,2019
4240,Sx00000016139,2720000194,DRILL MEASURING SLV 4.3MM,272,,1554.1,Community Hospital of the Monterey Peninsula,2019
4241,Sx00000029565,2720000194,DRILL NAV 2.5MM,272,,6819.5,Community Hospital of the Monterey Peninsula,2019
4242,Sx00000016140,2720000194,DRILL OASYS 2.5MM 48560323,272,,1542.76,Community Hospital of the Monterey Peninsula,2019
4243,Sx00000016141,2720000194,DRILL OASYS 3.0MM 48560423,272,,1503.13,Community Hospital of the Monterey Peninsula,2019
4244,Sx00000016143,2720000194,DRILL SCREW 211201505,272,,2109.37,Community Hospital of the Monterey Peninsula,2019
4245,Sx00000016144,2720000102,DRILL SOLID SIDE CUT 2.0X40MM,272,,407.48,Community Hospital of the Monterey Peninsula,2019
4246,Sx00000016145,2720000102,DRILL SOLID SIDE CUT 2.5X40MM,272,,407.48,Community Hospital of the Monterey Peninsula,2019
4247,Sx00000027204,2720000194,DRILL STND 2.7MM 00236020527,272,,1051.43,Community Hospital of the Monterey Peninsula,2019
4248,Sx00000016146,2720000194,DRILL TWIST 1.5MM 2544905,272,,780.1,Community Hospital of the Monterey Peninsula,2019
4249,Sx00000001548,2720000194,DRILL TWIST 1.5X50MM 2545016,272,,982.63,Community Hospital of the Monterey Peninsula,2019
4250,Sx00000016147,2720000194,DRILL TWIST 1.5X70 254611691,272,,780.1,Community Hospital of the Monterey Peninsula,2019
4251,Sx00000026878,2720000194,DRILL TWIST 1MM A800003,272,,2384.79,Community Hospital of the Monterey Peninsula,2019
4252,Sx00000016148,2720000194,DRILL TWIST AO 2.0MM 6020385,272,,1244.31,Community Hospital of the Monterey Peninsula,2019
4253,Sx00000018424,2720000194,DRILL ULTRA DRIVE 11MM DISK,272,,3377.74,Community Hospital of the Monterey Peninsula,2019
4254,Sx00000016150,2720000102,DRIVER PEG TORQUE LIMITING,272,,354.04,Community Hospital of the Monterey Peninsula,2019
4255,Sx00000016151,2720000194,DRIVER POWER COMPACT CLT306,272,,1192.06,Community Hospital of the Monterey Peninsula,2019
4256,Rx00051002121,6370001,dronabinol per 2.5 mg,250,Q0167,134.17,Community Hospital of the Monterey Peninsula,2019
4257,Rx17478076106,6370001,dronabinol per 2.5 mg,250,Q0167,47.58,Community Hospital of the Monterey Peninsula,2019
4258,Rx00051002221,6370001,dronabinol per 5 mg,250,Q0167,139.62,Community Hospital of the Monterey Peninsula,2019
4259,Rx17478076206,6370001,dronabinol per 5 mg,250,Q0167,41.51,Community Hospital of the Monterey Peninsula,2019
4260,Rx00024414210,6370001,dronedarone 400 mg tablet 100 each BLIST PACK,250,,132.14,Community Hospital of the Monterey Peninsula,2019
4261,Sx00000023275,2720000194,DRSG CLENSE CHOICE VERAFLO,272,,893.61,Community Hospital of the Monterey Peninsula,2019
4262,Sx00000030231,2720000322,DRSG HEEL FOAM 5/BX 66007630,272,,52.04,Community Hospital of the Monterey Peninsula,2019
4263,Sx00000016163,2780000230,DRSG OASIS FEN 3X3.5 10/BX,278,Q4102,813.07,Community Hospital of the Monterey Peninsula,2019
4264,Sx00000016164,2720000194,DRSG PICO 10X10 66800958,272,,1372.9,Community Hospital of the Monterey Peninsula,2019
4265,Sx00000026381,2720000194,DRSG PICO 15X20 66022000,272,,1372.9,Community Hospital of the Monterey Peninsula,2019
4266,Sx00000016165,2720000194,DRSG PICO 4X12 66022003,272,,592.32,Community Hospital of the Monterey Peninsula,2019
4267,Sx00000005451,2720000194,DRSG PICO 4X16 66022004,272,,1641.77,Community Hospital of the Monterey Peninsula,2019
4268,Sx00000016166,2720000194,DRSG PICO 4X8 66022002,272,,1874.11,Community Hospital of the Monterey Peninsula,2019
4269,Sx00000026586,2720000194,DRSG PICO 6X12 66022007,272,,1372.9,Community Hospital of the Monterey Peninsula,2019
4270,Sx00000016167,2720000194,DRSG PICO 6X6 66022005,272,,592.32,Community Hospital of the Monterey Peninsula,2019
4271,Sx00000016168,2720000194,DRSG PICO 6X8 66022006,272,,592.32,Community Hospital of the Monterey Peninsula,2019
4272,Sx00000016169,2720000194,DRSG PICO 8X8 66022008,272,,1641.77,Community Hospital of the Monterey Peninsula,2019
4273,Sx00000020628,2780000180,DRSG SOF-WICK 2X2 2392,278,C1874,571.34,Community Hospital of the Monterey Peninsula,2019
4274,Rx68084067511,6370001,"DULoxetine 20 mg capsule,delayed release(DR/EC) 1 each BLIST PACK",250,,31.57,Community Hospital of the Monterey Peninsula,2019
4275,Rx68084067521,6370001,"DULoxetine 20 mg capsule,delayed release(DR/EC) 30 each BLIST PACK",250,,31.57,Community Hospital of the Monterey Peninsula,2019
4276,Rx57237001760,6370001,"DULoxetine 20 mg capsule,delayed release(DR/EC) 60 each Bottle",250,,7.0,Community Hospital of the Monterey Peninsula,2019
4277,Rx68084068311,6370001,"DULoxetine 30 mg capsule,delayed release(DR/EC) 1 each BLIST PACK",250,,28.58,Community Hospital of the Monterey Peninsula,2019
4278,Rx42292002001,6370001,"DULoxetine 30 mg capsule,delayed release(DR/EC) 1 each BLIST PACK",250,,27.27,Community Hospital of the Monterey Peninsula,2019
4279,Rx68084068301,6370001,"DULoxetine 30 mg capsule,delayed release(DR/EC) 100 each BLIST PACK",250,,19.05,Community Hospital of the Monterey Peninsula,2019
4280,Rx00904645361,6370001,"DULoxetine 30 mg capsule,delayed release(DR/EC) 100 each BLIST PACK",250,,15.91,Community Hospital of the Monterey Peninsula,2019
4281,Rx57237001830,6370001,"DULoxetine 30 mg capsule,delayed release(DR/EC) 30 each Bottle",250,,4.67,Community Hospital of the Monterey Peninsula,2019
4282,Rx57237001890,6370001,"DULoxetine 30 mg capsule,delayed release(DR/EC) 90 each Bottle",250,,4.67,Community Hospital of the Monterey Peninsula,2019
4283,Sx00000016184,2720000194,DURASPHERE BULKING 1ML 890215,272,,1127.41,Community Hospital of the Monterey Peninsula,2019
4284,Rx00310461150,2500003,durvalumab 50 mg/mL solution 10 mL Vial,250,,29249.75,Community Hospital of the Monterey Peninsula,2019
4285,Rx00310450012,2500003,durvalumab 50 mg/mL solution 2.4 mL Vial,250,,13037.26,Community Hospital of the Monterey Peninsula,2019
4286,Sx00000030136,2780000106,DV FIXATION ABSORBATACK,278,,2927.67,Community Hospital of the Monterey Peninsula,2019
4287,Sx00000003229,2780000106,DV PEEK VERTE STACK 296255,278,,25615.0,Community Hospital of the Monterey Peninsula,2019
4288,Sx00000003228,2780000106,DV PEEK VERTE STACK 296260,278,,25615.0,Community Hospital of the Monterey Peninsula,2019
4289,Sx00000002571,2780000106,DV PEEK VERTE STACK 2966050,278,,25615.0,Community Hospital of the Monterey Peninsula,2019
4290,Sx00000003227,2780000106,DV PEEK VERTE STACK 2966055,278,,25615.0,Community Hospital of the Monterey Peninsula,2019
4291,Sx00000002572,2780000106,DV PEEK VERTE STACK 2966250,278,,25615.0,Community Hospital of the Monterey Peninsula,2019
4292,Sx00000002574,2780000106,DV PEEK VERTE STACK 2966450,278,,25615.0,Community Hospital of the Monterey Peninsula,2019
4293,Sx00000002570,2780000106,DV PEEK VERTE STACK 2966455,278,,25615.0,Community Hospital of the Monterey Peninsula,2019
4294,Rx45802046635,6370001,econazole nitrate 1 % cream 15 g Tube,250,,279.64,Community Hospital of the Monterey Peninsula,2019
4295,Rx52565002215,6370001,econazole nitrate 1 % cream 15 g Tube,250,,139.46,Community Hospital of the Monterey Peninsula,2019
4296,Rx25682000101,2500002,eculizumab 300 mg/30 mL solution 30 mL Vial,250,J1300,54708.32,Community Hospital of the Monterey Peninsula,2019
4297,Rx00056051030,6370001,efavirenz 600 mg tablet 30 each Bottle,250,,401.65,Community Hospital of the Monterey Peninsula,2019
4298,Rx00378223393,6370001,efavirenz 600 mg tablet 30 each Bottle,250,,366.3,Community Hospital of the Monterey Peninsula,2019
4299,RxCH016733700,2500003,elastomeric reservoir 1 each device 1 each,250,,764.96,Community Hospital of the Monterey Peninsula,2019
4300,Sx00000016186,2780000106,ELBOW ASSY PIN 172280000,278,,7045.37,Community Hospital of the Monterey Peninsula,2019
4301,Sx00000016187,2780000106,ELBOW HINGE PIN UNIT 172291000,278,,9052.29,Community Hospital of the Monterey Peninsula,2019
4302,Sx00000016188,2780000106,ELBOW IMP HUM 172285000,278,,4560.83,Community Hospital of the Monterey Peninsula,2019
4303,Sx00000028411,2720000194,ELECTROD LOOP ANGL WA22539D,272,,3006.58,Community Hospital of the Monterey Peninsula,2019
4304,Sx00000015846,2720000194,ELECTRODE 45DEG NDL A22255C,272,,3372.12,Community Hospital of the Monterey Peninsula,2019
4305,Sx00000016191,2720000194,ELECTRODE BAND WA22523C,272,,24002.86,Community Hospital of the Monterey Peninsula,2019
4306,Sx00000000848,2720000194,ELECTRODE BARREL BAR STORZ 24F,272,,657.31,Community Hospital of the Monterey Peninsula,2019
4307,Sx00000000849,2720000194,ELECTRODE BARREL BAR STORZ 27F,272,,657.31,Community Hospital of the Monterey Peninsula,2019
4308,Sx00000016192,2720000194,ELECTRODE BUTTON OVAL WA22566S,272,,3378.9,Community Hospital of the Monterey Peninsula,2019
4309,Sx00000016194,2720000194,ELECTRODE BUTTON WA22537D,272,,3006.58,Community Hospital of the Monterey Peninsula,2019
4310,Sx00000016195,2720000194,ELECTRODE BUTTON WA22538C,272,,2942.4,Community Hospital of the Monterey Peninsula,2019
4311,Sx00000016196,2720000194,ELECTRODE BUTTON WA22557C,272,,25775.32,Community Hospital of the Monterey Peninsula,2019
4312,Sx00000016197,2720000194,ELECTRODE BUTTON WA22657C,272,,3050.18,Community Hospital of the Monterey Peninsula,2019
4313,Sx00000016198,2720000322,ELECTRODE DEFIB ADULT 2001ZPC,272,,136.94,Community Hospital of the Monterey Peninsula,2019
4314,Sx00000016199,2720000194,ELECTRODE EXTN LIGASURE LS3112,272,,1428.43,Community Hospital of the Monterey Peninsula,2019
4315,Sx00000016200,2720000194,ELECTRODE FULGURATING BE302,272,,3336.29,Community Hospital of the Monterey Peninsula,2019
4316,Sx00000028408,2720000194,ELECTRODE LOOP 12DEG WA22037C,272,,879.82,Community Hospital of the Monterey Peninsula,2019
4317,Sx00000028409,2720000194,ELECTRODE LOOP LNG 24FR 12-30,272,,3027.62,Community Hospital of the Monterey Peninsula,2019
4318,Sx00000015844,2720000194,ELECTRODE LOOP MONO A22205C,272,,6118.43,Community Hospital of the Monterey Peninsula,2019
4319,Sx00000015845,2720000194,ELECTRODE LOOP MONO A22206C,272,,6118.43,Community Hospital of the Monterey Peninsula,2019
4320,Sx00000015848,2720000194,ELECTRODE LOOP WA47050C,272,,6111.75,Community Hospital of the Monterey Peninsula,2019
4321,Sx00000015849,2720000194,ELECTRODE LOOP WA47051C,272,,6054.97,Community Hospital of the Monterey Peninsula,2019
4322,Sx00000015850,2720000194,ELECTRODE LOOP WA47052C,272,,621.71,Community Hospital of the Monterey Peninsula,2019
4323,Sx00000027271,2720000194,ELECTRODE MONOPOLAR COAG 24FR,272,,731.0,Community Hospital of the Monterey Peninsula,2019
4324,Sx00000015854,2700000108,ELECTRODE ONESTEP ADULT RES,270,,454.24,Community Hospital of the Monterey Peninsula,2019
4325,Sx00000015855,2700000108,ELECTRODE ONESTEP PED RES,270,,434.2,Community Hospital of the Monterey Peninsula,2019
4326,Sx00000028406,2720000194,ELECTRODE OVL BUTTON LNG 24FR,272,,3480.02,Community Hospital of the Monterey Peninsula,2019
4327,Sx00000029013,2720000194,ELECTRODE OVL BUTTON WA22766S,272,,1458.65,Community Hospital of the Monterey Peninsula,2019
4328,Sx00000015856,2720000194,ELECTRODE PAIRED  8227411,272,,1098.19,Community Hospital of the Monterey Peninsula,2019
4329,Sx00000000868,2720000194,ELECTRODE POINTED 24F 27050L6,272,,3537.83,Community Hospital of the Monterey Peninsula,2019
4330,Sx00000000867,2720000194,ELECTRODE POINTED 27F 27050K6,272,,788.4,Community Hospital of the Monterey Peninsula,2019
4331,Sx00000016193,2720000194,ELECTRODE RESECTION LOOP 24FR,272,,2793.47,Community Hospital of the Monterey Peninsula,2019
4332,Sx00000015860,2720000194,ELECTRODE RF DISP RFDE15,272,,817.63,Community Hospital of the Monterey Peninsula,2019
4333,Sx00000000846,2720000194,ELECTRODE RLLR BALL STORZ 24F,272,,3537.83,Community Hospital of the Monterey Peninsula,2019
4334,Sx00000000847,2720000194,ELECTRODE RLLR BALL STORZ 27F,272,,3537.83,Community Hospital of the Monterey Peninsula,2019
4335,Sx00000015847,2720000194,ELECTRODE ROLLER MONO A22258C,272,,8212.28,Community Hospital of the Monterey Peninsula,2019
4336,Sx00000015862,2720000194,ELECTRODE ROLLER NONOPOLAR LNG,272,,8187.65,Community Hospital of the Monterey Peninsula,2019
4337,Sx00000015863,2720000194,ELECTRODE STND LIGASURE LS2071,272,,916.0,Community Hospital of the Monterey Peninsula,2019
4338,Sx00000027266,2720000194,ELECTRODE VAPOENUCLEATION,272,,743.69,Community Hospital of the Monterey Peninsula,2019
4339,Sx00000015864,2720000194,ELECTRODE VAPORCUT 27050WF6,272,,1246.24,Community Hospital of the Monterey Peninsula,2019
4340,Sx00000015865,2720000194,ELECTRODE VAPORCUT 6/BX 24F,272,,898.46,Community Hospital of the Monterey Peninsula,2019
4341,Rx00338017904,2500003,"electrolyte-148 parenteral solution 1,000 mL Bag",250,,527.18,Community Hospital of the Monterey Peninsula,2019
4342,Rx00409796509,2500003,"electrolyte-M in 5 % dextrose parenteral solution 1,000 mL Flex Cont",250,,263.59,Community Hospital of the Monterey Peninsula,2019
4343,Rx00003229111,2500002,elotuzumab 300 mg recon soln 1 each Vial,250,J9176,15575.75,Community Hospital of the Monterey Peninsula,2019
4344,Rx00003452211,2500002,elotuzumab 400 mg recon soln 1 each Vial,250,,20767.55,Community Hospital of the Monterey Peninsula,2019
4345,Rx61958070101,6370001,emtricitabine-tenofovir (TDF) 200-300 mg tablet 30 each Bottle,250,,561.56,Community Hospital of the Monterey Peninsula,2019
4346,Rx00904561061,6370001,enalapril 10 mg tablet 100 each BLIST PACK,250,,3.83,Community Hospital of the Monterey Peninsula,2019
4347,Rx51079095001,6370001,enalapril 2.5 mg tablet 1 each BLIST PACK,250,,8.53,Community Hospital of the Monterey Peninsula,2019
4348,Rx00904560961,6370001,enalapril 2.5 mg tablet 100 each BLIST PACK,250,,8.64,Community Hospital of the Monterey Peninsula,2019
4349,Rx16714044201,6370001,enalapril 2.5 mg tablet 100 each Bottle,250,,7.0,Community Hospital of the Monterey Peninsula,2019
4350,Rx00904550261,6370001,enalapril 5 mg tablet 100 each BLIST PACK,250,,8.98,Community Hospital of the Monterey Peninsula,2019
4351,Rx16714044301,6370001,enalapril 5 mg tablet 100 each Bottle,250,,7.0,Community Hospital of the Monterey Peninsula,2019
4352,Rx00409212202,2500003,enalaprilat 1.25 mg/mL solution 2 mL Vial,250,,168.7,Community Hospital of the Monterey Peninsula,2019
4353,Rx00143978601,2500003,enalaprilat 1.25 mg/mL solution 2 mL Vial,250,,108.63,Community Hospital of the Monterey Peninsula,2019
4354,Sx00000027594,2780000106,ENCAP DYNANAIL 1200040000,278,,1811.28,Community Hospital of the Monterey Peninsula,2019
4355,Sx00000015867,2780000106,ENDCAP 04003001,278,,1133.31,Community Hospital of the Monterey Peninsula,2019
4356,Sx00000029117,2780000110,ENDCAP 10MM 04004002,278,C1713,1344.2,Community Hospital of the Monterey Peninsula,2019
4357,Sx00000015868,2780000106,ENDCAP 450896,278,,1209.24,Community Hospital of the Monterey Peninsula,2019
4358,Sx00000015869,2780000106,ENDCAP HUMERUS 04.001.000,278,,981.99,Community Hospital of the Monterey Peninsula,2019
4359,Sx00000015870,2780000106,ENDCAP HUMERUS 04.001.001,278,,1089.3,Community Hospital of the Monterey Peninsula,2019
4360,Sx00000015871,2780000106,ENDCAP HUMERUS 15MM 04001003,278,,1022.67,Community Hospital of the Monterey Peninsula,2019
4361,Sx00000015872,2780000106,ENDCAP LOCK 0MM 04003000,278,,1063.7,Community Hospital of the Monterey Peninsula,2019
4362,Sx00000015873,2780000106,ENDCAP STARDRIVE 12MM 04003002,278,,1169.96,Community Hospital of the Monterey Peninsula,2019
4363,Sx00000015874,2780000106,ENDCAP STARDRIVE 12MM 04003003,278,,1054.0,Community Hospital of the Monterey Peninsula,2019
4364,Sx00000015875,2780000106,ENDCAP STARDRIVE 12MM 04003004,278,,1054.0,Community Hospital of the Monterey Peninsula,2019
4365,Sx00000015876,2780000106,ENDCAP STARDRIVE 16MM 04003006,278,,1054.0,Community Hospital of the Monterey Peninsula,2019
4366,Sx00000015877,2780000106,ENDCAP STARDRIVE 16MM 04003007,278,,1054.0,Community Hospital of the Monterey Peninsula,2019
4367,Sx00000015878,2780000106,ENDCAP STARDRIVE 16MM 04003008,278,,1054.0,Community Hospital of the Monterey Peninsula,2019
4368,Sx00000015879,2780000106,ENDCAP STARDRIVE 16MM 04003009,278,,1054.0,Community Hospital of the Monterey Peninsula,2019
