,Dept #,Dept Description,Charge #,Description,Price,"Zero Charge
Explanation ",Hospital,Year
1164,251,PHARMACY 340B,8400228,340B POTASSIUM ACETATE 2MEQ/ML INJ,0.17,,Banner Lassen Medical Center,2019
1165,251,PHARMACY 340B,8400277,340B PSEUDOEPHEDRINE 30MG TAB,0.02,,Banner Lassen Medical Center,2019
1166,251,PHARMACY 340B,8400285,340B PYRIDOXINE VIT B6 100MG TAB,0.02,,Banner Lassen Medical Center,2019
1167,251,PHARMACY 340B,8400293,340B ZINC SULFATE 220MG CAP,0.02,,Banner Lassen Medical Center,2019
1168,251,PHARMACY 340B,8400301,340B LITHIUM CARBONATE 150MG CAP,0.03,,Banner Lassen Medical Center,2019
1169,251,PHARMACY 340B,8400319,340B PHENOBARBIT 32.4MG TAB,0.1,,Banner Lassen Medical Center,2019
1170,251,PHARMACY 340B,8400335,340B THIAMINE 100MG TAB,0.17,,Banner Lassen Medical Center,2019
1171,251,PHARMACY 340B,8400343,340B CYANOCOBALAM B12 500MCG TAB,0.18,,Banner Lassen Medical Center,2019
1172,251,PHARMACY 340B,8400350,340B NIACIN 500MG TAB,0.01,,Banner Lassen Medical Center,2019
1173,251,PHARMACY 340B,8400368,340B HYDROCHLOROTHIAZ 12.5MG CAP,0.01,,Banner Lassen Medical Center,2019
1174,251,PHARMACY 340B,8400376,340B PENICILLIN VK 250MG TAB,0.06,,Banner Lassen Medical Center,2019
1175,251,PHARMACY 340B,8400384,340B MEPERIDINE HCL/100MG INJ,0.72,,Banner Lassen Medical Center,2019
1176,251,PHARMACY 340B,8400392,340B ALPRAZOLAM 0.5MG TAB,0.02,,Banner Lassen Medical Center,2019
1177,251,PHARMACY 340B,8400400,340B CHLORDIAZEP 10MG CAP,0.03,,Banner Lassen Medical Center,2019
1178,251,PHARMACY 340B,8400442,340B MEDROXYPROGESTERONE 10MG TAB,0.27,,Banner Lassen Medical Center,2019
1179,251,PHARMACY 340B,8400483,340B TOCOPHEROL 200U CAP,0.03,,Banner Lassen Medical Center,2019
1180,251,PHARMACY 340B,8400517,340B AMITRIPTYLINE 50MG TAB,0.01,,Banner Lassen Medical Center,2019
1181,251,PHARMACY 340B,8400525,340B BISACODYL 5MG TAB EC,0.02,,Banner Lassen Medical Center,2019
1182,251,PHARMACY 340B,8400533,340B ASCORBIC ACID 500MG TAB,0.01,,Banner Lassen Medical Center,2019
1183,251,PHARMACY 340B,8400541,340B SENNA DOCUSATE TAB,0.03,,Banner Lassen Medical Center,2019
1184,251,PHARMACY 340B,8400558,340B AMOXICILLN 250MG CAP,0.01,,Banner Lassen Medical Center,2019
1185,251,PHARMACY 340B,8400566,340B DIPHENHYDRAM 25MG CAP,0.01,,Banner Lassen Medical Center,2019
1186,251,PHARMACY 340B,8400574,340B CLONIDINE 0.1MG TAB,0.03,,Banner Lassen Medical Center,2019
1187,251,PHARMACY 340B,8400582,340B DOCUSATE SOD 100MG CAP,0.01,,Banner Lassen Medical Center,2019
1188,251,PHARMACY 340B,8400590,340B ADRENALIN EPINEPHRIN/0.1MG INJ,0.01,,Banner Lassen Medical Center,2019
1189,251,PHARMACY 340B,8400608,340B ACETAMIN 325MG TAB,0.02,,Banner Lassen Medical Center,2019
1190,251,PHARMACY 340B,8400616,340B ACETAMIN ES 500MG TAB,0.01,,Banner Lassen Medical Center,2019
1191,251,PHARMACY 340B,8400624,340B CEPACOL LOZ 3/PKG,0.13,,Banner Lassen Medical Center,2019
1192,251,PHARMACY 340B,8400640,340B SENNA 8.6MG TAB,0.01,,Banner Lassen Medical Center,2019
1193,251,PHARMACY 340B,8400699,340B CA CARB 500MG /VIT D 200U TAB,0.04,,Banner Lassen Medical Center,2019
1194,251,PHARMACY 340B,8400707,340B CAPTOPRIL 25MG TAB,0.32,,Banner Lassen Medical Center,2019
1195,251,PHARMACY 340B,8400715,340B GLYCERIN SUPP RECTAL ADULT,0.08,,Banner Lassen Medical Center,2019
1196,251,PHARMACY 340B,8400723,340B MULTIVITAMIN TAB,0.01,,Banner Lassen Medical Center,2019
1197,251,PHARMACY 340B,8400731,340B ISOSORBIDE DINITRATE 20MG TAB,0.51,,Banner Lassen Medical Center,2019
1198,251,PHARMACY 340B,8400749,340B ASPIRIN 81MG TAB EC,0.03,,Banner Lassen Medical Center,2019
1199,251,PHARMACY 340B,8400764,340B OXYCODONE 5MG TAB,0.03,,Banner Lassen Medical Center,2019
1200,251,PHARMACY 340B,8400772,340B ATROPINE SULF/0.01MG INJ,0.03,,Banner Lassen Medical Center,2019
1201,251,PHARMACY 340B,8400855,340B GLYCERIN SUPP RECTAL PED,0.1,,Banner Lassen Medical Center,2019
1202,251,PHARMACY 340B,8400863,340B BUSPIRONE 5MG TAB,0.01,,Banner Lassen Medical Center,2019
1203,251,PHARMACY 340B,8400889,340B ZOLPIDEM 5MG TAB,0.01,,Banner Lassen Medical Center,2019
1204,251,PHARMACY 340B,8400897,340B ASPIRIN 81MG TAB,0.02,,Banner Lassen Medical Center,2019
1205,251,PHARMACY 340B,8400905,340B POTASSIUM PHOS 3MMOL/ML INJ,0.33,,Banner Lassen Medical Center,2019
1206,251,PHARMACY 340B,8400921,340B AMOXICILLN 125MG/5ML LIQ,0.03,,Banner Lassen Medical Center,2019
1207,251,PHARMACY 340B,8400970,340B RANITIDINE 150MG TAB,0.06,,Banner Lassen Medical Center,2019
1208,251,PHARMACY 340B,8400988,340B ALPRAZOLAM 0.25MG TAB,0.01,,Banner Lassen Medical Center,2019
1209,251,PHARMACY 340B,8400996,340B TRAZODONE 50MG TAB,0.04,,Banner Lassen Medical Center,2019
1210,251,PHARMACY 340B,8401002,340B PROPRANOLOL 20MG TAB,0.74,,Banner Lassen Medical Center,2019
1211,251,PHARMACY 340B,8401010,340B METFORMIN 500MG TAB,0.04,,Banner Lassen Medical Center,2019
1212,251,PHARMACY 340B,8401028,340B METOCLOPRAMIDE 10MG TAB,0.06,,Banner Lassen Medical Center,2019
1213,251,PHARMACY 340B,8401036,340B CA CARB 500MG TAB,0.06,,Banner Lassen Medical Center,2019
1214,251,PHARMACY 340B,8401044,340B IBUPROFEN 800MG TAB,0.06,,Banner Lassen Medical Center,2019
1215,251,PHARMACY 340B,8401051,340B IBUPROFEN 600MG TAB,0.05,,Banner Lassen Medical Center,2019
1216,251,PHARMACY 340B,8401069,340B HYDROCD 10MG/APAP 325MG TAB,0.06,,Banner Lassen Medical Center,2019
1217,251,PHARMACY 340B,8401077,340B HYPERTONIC SALINE/1ML INJ,0.07,,Banner Lassen Medical Center,2019
1218,251,PHARMACY 340B,8401085,340B AMITRIPTYLINE 10MG TAB,0.02,,Banner Lassen Medical Center,2019
1219,251,PHARMACY 340B,8401127,340B VERAPAMIL 120MG TAB,0.08,,Banner Lassen Medical Center,2019
1220,251,PHARMACY 340B,8401135,340B CA CITRAT 315MG/VIT D 250U TAB,0.06,,Banner Lassen Medical Center,2019
1221,251,PHARMACY 340B,8401143,340B GLIPIZIDE 5MG TAB,0.01,,Banner Lassen Medical Center,2019
1222,251,PHARMACY 340B,8401150,340B KETOROLAC 10MG TAB,0.29,,Banner Lassen Medical Center,2019
1223,251,PHARMACY 340B,8401168,340B FUROSEMIDE 20MG TAB,0.01,,Banner Lassen Medical Center,2019
1224,251,PHARMACY 340B,8401176,340B FUROSEMIDE 40MG TAB,0.01,,Banner Lassen Medical Center,2019
1225,251,PHARMACY 340B,8401184,340B TRAMADOL 50MG TAB,0.05,,Banner Lassen Medical Center,2019
1226,251,PHARMACY 340B,8401192,340B DIPHENHYDRAM 50MG CAP,0.02,,Banner Lassen Medical Center,2019
1227,251,PHARMACY 340B,8401218,340B CYCLOBENZAPRINE 10MG TAB,0.01,,Banner Lassen Medical Center,2019
1228,251,PHARMACY 340B,8401226,340B ALBUTEROL/HFA 8GM INH ORAL,3.11,,Banner Lassen Medical Center,2019
1229,251,PHARMACY 340B,8401234,340B CO-TRIMOXAZ 800MG/160MG TAB,0.08,,Banner Lassen Medical Center,2019
1230,251,PHARMACY 340B,8401259,340B METHYLENE BLUE/1MG V10 INJ,2.37,,Banner Lassen Medical Center,2019
1231,251,PHARMACY 340B,8401267,340B LITHIUM CARBONATE 300MG CAP,0.01,,Banner Lassen Medical Center,2019
1232,251,PHARMACY 340B,8401309,340B SOD CHLORIDE 1GM TAB,0.06,,Banner Lassen Medical Center,2019
1233,251,PHARMACY 340B,8401325,340B GLIMEPIRIDE 2MG TAB,0.02,,Banner Lassen Medical Center,2019
1234,251,PHARMACY 340B,8401341,340B SIMETHICONE 80MG TAB CHEW,0.08,,Banner Lassen Medical Center,2019
1235,251,PHARMACY 340B,8401358,340B RAMIPRIL 2.5MG CAP,0.02,,Banner Lassen Medical Center,2019
1236,251,PHARMACY 340B,8401366,340B AMITRIPTYLINE 25MG TAB,0.01,,Banner Lassen Medical Center,2019
1237,251,PHARMACY 340B,8401374,340B ACETAMIN/CODEINE 30ML LIQ,0.24,,Banner Lassen Medical Center,2019
1238,251,PHARMACY 340B,8401382,340B CLOPIDOGREL 75MG TAB,0.12,,Banner Lassen Medical Center,2019
1239,251,PHARMACY 340B,8401390,340B METOPROLOL TARTRATE 50MG TAB,0.03,,Banner Lassen Medical Center,2019
1240,251,PHARMACY 340B,8401408,340B DOXYCYCLINE 100MG CAP,1.32,,Banner Lassen Medical Center,2019
1241,251,PHARMACY 340B,8401416,340B HEPARIN SODIUM/1000U IV,4.28,,Banner Lassen Medical Center,2019
1242,251,PHARMACY 340B,8401424,340B DIAZEPAM 5MG TAB,0.01,,Banner Lassen Medical Center,2019
1243,251,PHARMACY 340B,8401440,340B DICYCLOMINE 20MG TAB,0.01,,Banner Lassen Medical Center,2019
1244,251,PHARMACY 340B,8401481,340B VENLAFAXINE 37.5MG CAP TR,0.19,,Banner Lassen Medical Center,2019
1245,251,PHARMACY 340B,8401499,340B FLUOXETINE 10MG CAP,0.04,,Banner Lassen Medical Center,2019
1246,251,PHARMACY 340B,8401507,340B CARBAMAZEPIN 200MG TAB,0.2,,Banner Lassen Medical Center,2019
1247,251,PHARMACY 340B,8401515,340B ATENOLOL 50MG TAB,0.01,,Banner Lassen Medical Center,2019
1248,251,PHARMACY 340B,8401523,340B LOPERAMIDE 2MG CAP,0.07,,Banner Lassen Medical Center,2019
1249,251,PHARMACY 340B,8401531,340B FERROUS SULF 325MG TAB,0.01,,Banner Lassen Medical Center,2019
1250,251,PHARMACY 340B,8401549,340B HYDROCHLOROTHIAZ 25MG TAB,0.03,,Banner Lassen Medical Center,2019
1251,251,PHARMACY 340B,8401580,340B BENZTROPINE 0.5MG TAB,0.06,,Banner Lassen Medical Center,2019
1252,251,PHARMACY 340B,8401622,340B PSYLLIUM 3.4GM PWD PKT,0.34,,Banner Lassen Medical Center,2019
1253,251,PHARMACY 340B,8401630,340B TRIAMTEREN 75MG/HCT 50MG TAB,0.71,,Banner Lassen Medical Center,2019
1254,251,PHARMACY 340B,8401689,340B HALOPERIDOL 2MG TAB,0.35,,Banner Lassen Medical Center,2019
1255,251,PHARMACY 340B,8401705,340B DILTIAZEM 30MG TAB,0.02,,Banner Lassen Medical Center,2019
1256,251,PHARMACY 340B,8401713,340B FOLIC ACID 1MG TAB,0.02,,Banner Lassen Medical Center,2019
1257,251,PHARMACY 340B,8401721,340B MULTIVIT/MINERAL/ANTIOXID TAB,0.02,,Banner Lassen Medical Center,2019
1258,251,PHARMACY 340B,8401739,340B BISACODYL 10MG SUPP RECT,0.1,,Banner Lassen Medical Center,2019
1259,251,PHARMACY 340B,8401747,340B METOPROLOL TARTRATE 25MG TAB,0.01,,Banner Lassen Medical Center,2019
1260,251,PHARMACY 340B,8401754,340B LISINOPRIL 5MG TAB,0.01,,Banner Lassen Medical Center,2019
1261,251,PHARMACY 340B,8401762,340B FAMOTIDINE 20MG TAB,0.05,,Banner Lassen Medical Center,2019
1262,251,PHARMACY 340B,8401788,340B DOXEPIN 25MG CAP,0.13,,Banner Lassen Medical Center,2019
1263,251,PHARMACY 340B,8401812,340B PANTOPRAZOLE 40MG PWD PKT,15.06,,Banner Lassen Medical Center,2019
1264,251,PHARMACY 340B,8401820,340B ALLOPURINOL 100MG TAB,0.02,,Banner Lassen Medical Center,2019
1265,251,PHARMACY 340B,8401838,340B CLONAZEPAM 0.5MG TAB,0.01,,Banner Lassen Medical Center,2019
1266,251,PHARMACY 340B,8401846,340B MAGNESIUM OXIDE 400MG TAB,0.1,,Banner Lassen Medical Center,2019
1267,251,PHARMACY 340B,8401853,340B ATENOLOL 25MG TAB,0.01,,Banner Lassen Medical Center,2019
1268,251,PHARMACY 340B,8401879,340B TEMAZEPAM 15MG CAP,0.03,,Banner Lassen Medical Center,2019
1269,251,PHARMACY 340B,8401887,340B ACETAMIN 80MG/0.8ML LIQD,0.11,,Banner Lassen Medical Center,2019
1270,251,PHARMACY 340B,8401895,340B CLONAZEPAM 1MG TAB,0.01,,Banner Lassen Medical Center,2019
1271,251,PHARMACY 340B,8401903,340B FLUORESCEIN STRIP OPH 1MG EA,0.06,,Banner Lassen Medical Center,2019
1272,251,PHARMACY 340B,8401911,340B IBUPROFEN 200MG TAB,0.02,,Banner Lassen Medical Center,2019
1273,251,PHARMACY 340B,8401937,340B ONDANSETRON HCL/1MG INJ,0.07,,Banner Lassen Medical Center,2019
1274,251,PHARMACY 340B,8401960,340B FUROSEMIDE 80MG TAB,0.01,,Banner Lassen Medical Center,2019
1275,251,PHARMACY 340B,8402000,340B DONEPEZIL 5MG TAB,0.09,,Banner Lassen Medical Center,2019
1276,251,PHARMACY 340B,8402042,340B CETIRIZINE 10MG TAB,0.02,,Banner Lassen Medical Center,2019
1277,251,PHARMACY 340B,8402059,340B NAPROXEN 500MG TAB,0.09,,Banner Lassen Medical Center,2019
1278,251,PHARMACY 340B,8402091,340B CARVEDILOL 6.25MG TAB,0.02,,Banner Lassen Medical Center,2019
1279,251,PHARMACY 340B,8402109,340B CARVEDILOL 12.5MG TAB,0.01,,Banner Lassen Medical Center,2019
1280,251,PHARMACY 340B,8402117,340B ESCITALOPRAM 10MG TAB,0.03,,Banner Lassen Medical Center,2019
1281,251,PHARMACY 340B,8402125,340B CARVEDILOL 3.125MG TAB,0.01,,Banner Lassen Medical Center,2019
1282,251,PHARMACY 340B,8402133,340B ENALAPRIL 5MG TAB,0.01,,Banner Lassen Medical Center,2019
1283,251,PHARMACY 340B,8402141,340B PHENAZOPYRIDINE 100MG TAB,0.79,,Banner Lassen Medical Center,2019
1284,251,PHARMACY 340B,8402158,340B ACETAMIN/CODEINE 30MG TAB,0.07,,Banner Lassen Medical Center,2019
1285,251,PHARMACY 340B,8402174,340B ISONIAZID 300MG TAB,0.25,,Banner Lassen Medical Center,2019
1286,251,PHARMACY 340B,8402182,340B LEVOTHYROXINE 25MCG TAB,0.1,,Banner Lassen Medical Center,2019
1287,251,PHARMACY 340B,8402216,340B THEOPHYLLINE 100MG TAB TR,0.28,,Banner Lassen Medical Center,2019
1288,251,PHARMACY 340B,8402224,340B CEPACOL LOZ 1/PKG,0.12,,Banner Lassen Medical Center,2019
1289,251,PHARMACY 340B,8402232,340B LEVOTHYROXINE 88MCG TAB,0.1,,Banner Lassen Medical Center,2019
1290,251,PHARMACY 340B,8402240,340B NORTRIPTYLINE 25MG CAP,0.17,,Banner Lassen Medical Center,2019
1291,251,PHARMACY 340B,8402257,340B TOPIRAMATE 25MG TAB,0.07,,Banner Lassen Medical Center,2019
1292,251,PHARMACY 340B,8402265,340B TERAZOSIN 5MG CAP,0.03,,Banner Lassen Medical Center,2019
1293,251,PHARMACY 340B,8402273,340B TERAZOSIN 1MG CAP,0.07,,Banner Lassen Medical Center,2019
1294,251,PHARMACY 340B,8402281,340B BACLOFEN 10MG TAB,0.14,,Banner Lassen Medical Center,2019
1295,251,PHARMACY 340B,8402299,340B OXCARBAZEPINE 300MG TAB,0.08,,Banner Lassen Medical Center,2019
1296,251,PHARMACY 340B,8402307,340B ACYCLOVIR/5MG PB,0.05,,Banner Lassen Medical Center,2019
1297,251,PHARMACY 340B,8402323,340B TRIAMTEREN 37.5MG/HCT 25MG CAP,0.02,,Banner Lassen Medical Center,2019
1298,251,PHARMACY 340B,8402349,340B ARTIFICIAL TEAR PF 15ML OPH,1.11,,Banner Lassen Medical Center,2019
1299,251,PHARMACY 340B,8402356,340B ESTRADL 1MG TAB,0.01,,Banner Lassen Medical Center,2019
1300,251,PHARMACY 340B,8402364,340B DOXAZOSIN 4MG TAB,0.01,,Banner Lassen Medical Center,2019
1301,251,PHARMACY 340B,8402372,340B GUAIFEN/COD 118ML LIQ,1.27,,Banner Lassen Medical Center,2019
1302,251,PHARMACY 340B,8402380,340B VERAPAMIL 40MG TAB,0.06,,Banner Lassen Medical Center,2019
1303,251,PHARMACY 340B,8402398,340B ACYCLOVIR 200MG CAP,0.09,,Banner Lassen Medical Center,2019
1304,251,PHARMACY 340B,8402406,340B ACYCLOVIR/5MG INJ,0.04,,Banner Lassen Medical Center,2019
1305,251,PHARMACY 340B,8402422,340B PRENATL VIT/FOLIC ACID 1MG TAB,0.05,,Banner Lassen Medical Center,2019
1306,251,PHARMACY 340B,8402430,340B PROCHLORPERAZINE 10MG TAB,0.02,,Banner Lassen Medical Center,2019
1307,251,PHARMACY 340B,8402448,340B SERTRALINE 50MG TAB,0.1,,Banner Lassen Medical Center,2019
1308,251,PHARMACY 340B,8402455,340B FLUOXETINE 20MG CAP,0.03,,Banner Lassen Medical Center,2019
1309,251,PHARMACY 340B,8402463,340B LAMOTRIGINE 100MG TAB,0.05,,Banner Lassen Medical Center,2019
1310,251,PHARMACY 340B,8402489,340B DOXAZOSIN 1MG TAB,0.62,,Banner Lassen Medical Center,2019
1311,251,PHARMACY 340B,8402547,340B CHLORDIAZEP 25MG CAP,0.1,,Banner Lassen Medical Center,2019
1312,251,PHARMACY 340B,8402554,340B LEVOTHYROXINE 75MCG TAB,0.1,,Banner Lassen Medical Center,2019
1313,251,PHARMACY 340B,8402562,340B LEVOTHYROXINE 100MCG TAB,0.78,,Banner Lassen Medical Center,2019
1314,251,PHARMACY 340B,8402570,340B SUCCINYLCHOLINE CL<=20MG INJ,0.01,,Banner Lassen Medical Center,2019
1315,251,PHARMACY 340B,8402588,340B CEPHALEXIN 250MG CAP,0.14,,Banner Lassen Medical Center,2019
1316,251,PHARMACY 340B,8402596,340B OXYCODONE 10MG/APAP 325MG TAB,0.14,,Banner Lassen Medical Center,2019
1317,251,PHARMACY 340B,8402612,340B METHYLDOPA 250MG TAB,0.19,,Banner Lassen Medical Center,2019
1318,251,PHARMACY 340B,8402638,340B DIGOXIN 0.25MG TAB,1.02,,Banner Lassen Medical Center,2019
1319,251,PHARMACY 340B,8402646,340B DIGOXIN 0.125MG TAB,0.05,,Banner Lassen Medical Center,2019
1320,251,PHARMACY 340B,8402653,340B LABETALOL 100MG TAB,0.06,,Banner Lassen Medical Center,2019
1321,251,PHARMACY 340B,8402687,340B VERAPAMIL SR 180MG TAB TR,0.01,,Banner Lassen Medical Center,2019
1322,251,PHARMACY 340B,8402703,340B CO-TRIMOXAZ 400MG/80MG TAB,0.2,,Banner Lassen Medical Center,2019
1323,251,PHARMACY 340B,8402711,340B SULFASALAZINE 500MG TAB,0.23,,Banner Lassen Medical Center,2019
1324,251,PHARMACY 340B,8402729,340B OMEPRAZOLE 20MG CAP TR,0.03,,Banner Lassen Medical Center,2019
1325,251,PHARMACY 340B,8402737,340B AMOXICILLN 500MG CAP,0.05,,Banner Lassen Medical Center,2019
1326,251,PHARMACY 340B,8402745,340B ALBUTEROL 2.5MG/3ML SOLN INH,0.13,,Banner Lassen Medical Center,2019
1327,251,PHARMACY 340B,8402752,340B ERYTHROMY ES 200MG/5ML LIQ,0.2,,Banner Lassen Medical Center,2019
1328,251,PHARMACY 340B,8402778,340B ALENDRONATE 10MG TAB,0.36,,Banner Lassen Medical Center,2019
1329,251,PHARMACY 340B,8402802,340B ACETAMIN 650MG SUPP RECT,0.16,,Banner Lassen Medical Center,2019
1330,251,PHARMACY 340B,8402836,340B THEOPHYLLINE 300MG TAB TR,1.4,,Banner Lassen Medical Center,2019
1331,251,PHARMACY 340B,8402851,340B AMLODIPIN 2.5MG TAB,0.06,,Banner Lassen Medical Center,2019
1332,251,PHARMACY 340B,8402869,340B IPRATROPIUM 0.02% 2ML INH UD,0.13,,Banner Lassen Medical Center,2019
1333,251,PHARMACY 340B,8402877,340B AMLODIPIN 5MG TAB,0.04,,Banner Lassen Medical Center,2019
1334,251,PHARMACY 340B,8402885,340B PHENYTOIN SODIUM/50MG INJ,0.31,,Banner Lassen Medical Center,2019
1335,251,PHARMACY 340B,8402893,340B METHOCARBAMOL 500MG TAB,0.11,,Banner Lassen Medical Center,2019
1336,251,PHARMACY 340B,8402901,340B PROMETHAZINE 25MG TAB,0.17,,Banner Lassen Medical Center,2019
1337,251,PHARMACY 340B,8402919,340B OXYCODONE 5MG/APAP 325MG TAB,0.04,,Banner Lassen Medical Center,2019
1338,251,PHARMACY 340B,8402943,340B INDOMETHACIN 25MG CAP,0.02,,Banner Lassen Medical Center,2019
1339,251,PHARMACY 340B,8402968,340B METHOCARBAMOL 750MG TAB,0.13,,Banner Lassen Medical Center,2019
1340,251,PHARMACY 340B,8402976,340B SOD PHOSPHATE 15MMOL/100ML NS,5.0,,Banner Lassen Medical Center,2019
1341,251,PHARMACY 340B,8402984,340B PRAVASTATIN 10MG TAB,0.38,,Banner Lassen Medical Center,2019
1342,251,PHARMACY 340B,8402992,340B PRAMIPEXOLE 0.25MG TAB,0.16,,Banner Lassen Medical Center,2019
1343,251,PHARMACY 340B,8403008,340B SPIRONOLACTONE 25MG TAB,0.08,,Banner Lassen Medical Center,2019
1344,251,PHARMACY 340B,8403024,340B MIRTAZAPINE 15MG TAB,0.1,,Banner Lassen Medical Center,2019
1345,251,PHARMACY 340B,8403032,340B HYDROXYZINE HCL 25MG TAB,0.13,,Banner Lassen Medical Center,2019
1346,251,PHARMACY 340B,8403040,340B PHOSPHORUS PWD PKT,0.51,,Banner Lassen Medical Center,2019
1347,251,PHARMACY 340B,8403065,340B GEMFIBROZIL 600MG TAB,0.11,,Banner Lassen Medical Center,2019
1348,251,PHARMACY 340B,8403073,340B HYDRALAZINE 25MG TAB,0.08,,Banner Lassen Medical Center,2019
1349,251,PHARMACY 340B,8403099,340B ACETAMIN 120MG SUPP RECT,0.11,,Banner Lassen Medical Center,2019
1350,251,PHARMACY 340B,8403107,340B PHENAZOPYRIDINE 200MG TAB,0.29,,Banner Lassen Medical Center,2019
1351,251,PHARMACY 340B,8403115,340B IRON SUCROSE/1MG INJ,0.24,,Banner Lassen Medical Center,2019
1352,251,PHARMACY 340B,8403123,340B AMMONIA AROMATIC 0.33ML NASAL,0.13,,Banner Lassen Medical Center,2019
1353,251,PHARMACY 340B,8403156,340B TOPIRAMATE 100MG TAB,0.13,,Banner Lassen Medical Center,2019
1354,251,PHARMACY 340B,8403164,340B SOD PHOSPHATE 15MMOL/5ML INJ,4.84,,Banner Lassen Medical Center,2019
1355,251,PHARMACY 340B,8403198,340B SOD CHLORIDE 0.9% 3ML INH,0.07,,Banner Lassen Medical Center,2019
1356,251,PHARMACY 340B,8403206,340B GABAPENTIN 600MG TAB,0.18,,Banner Lassen Medical Center,2019
1357,251,PHARMACY 340B,8403214,340B GABAPENTIN 100MG CAP,0.07,,Banner Lassen Medical Center,2019
1358,251,PHARMACY 340B,8403222,340B AMIODARONE HCL/30MG INJ,0.14,,Banner Lassen Medical Center,2019
1359,251,PHARMACY 340B,8403230,340B AMIODARONE HCL/30MG 900MG PB,0.23,,Banner Lassen Medical Center,2019
1360,251,PHARMACY 340B,8403248,340B CEPHALEXIN 500MG CAP,0.2,,Banner Lassen Medical Center,2019
1361,251,PHARMACY 340B,8403255,340B LORAZEPAM 1MG TAB,0.01,,Banner Lassen Medical Center,2019
1362,251,PHARMACY 340B,8403263,340B ALBUTEROL/IPRATROPIUM 3ML INH,0.23,,Banner Lassen Medical Center,2019
1363,251,PHARMACY 340B,8403305,340B OLANZAPINE 2.5MG TAB,0.24,,Banner Lassen Medical Center,2019
1364,251,PHARMACY 340B,8403313,340B KETOROLAC TROMETHAMIN/15MG INJ,0.33,,Banner Lassen Medical Center,2019
1365,251,PHARMACY 340B,8403339,340B HALOPERIDOL 5MG TAB,0.35,,Banner Lassen Medical Center,2019
1366,251,PHARMACY 340B,8403354,340B QUETIAPINE 25MG TAB,0.03,,Banner Lassen Medical Center,2019
1367,251,PHARMACY 340B,8403362,340B PROMETHAZINE/CODEINE 30ML LIQ,0.28,,Banner Lassen Medical Center,2019
1368,251,PHARMACY 340B,8403388,340B AMIODARONE 200MG TAB,0.21,,Banner Lassen Medical Center,2019
1369,251,PHARMACY 340B,8403404,340B CIPROFLOXN 250MG TAB,0.11,,Banner Lassen Medical Center,2019
1370,251,PHARMACY 340B,8403412,340B METRONIDAZOLE 250MG TAB,0.21,,Banner Lassen Medical Center,2019
1371,251,PHARMACY 340B,8403420,340B PHENYTOIN 100MG CAP,0.24,,Banner Lassen Medical Center,2019
1372,251,PHARMACY 340B,8403438,340B PANTOPRAZOLE 40MG TAB EC,0.06,,Banner Lassen Medical Center,2019
1373,251,PHARMACY 340B,8403446,340B HYDROCD 5MG/APAP 325MG TAB,0.06,,Banner Lassen Medical Center,2019
1374,251,PHARMACY 340B,8403453,340B NALTREXONE 50MG TAB,1.21,,Banner Lassen Medical Center,2019
1375,251,PHARMACY 340B,8403461,340B LEVOFLOXACIN 500MG TAB,0.08,,Banner Lassen Medical Center,2019
1376,251,PHARMACY 340B,8403479,340B AMOXIL/CLAV 500MG TAB,0.5,,Banner Lassen Medical Center,2019
1377,251,PHARMACY 340B,8403487,340B CARISOPRODOL 350MG TAB,0.1,,Banner Lassen Medical Center,2019
1378,251,PHARMACY 340B,8403495,340B OXYTOCIN<=10U INJ,0.18,,Banner Lassen Medical Center,2019
1379,251,PHARMACY 340B,8403503,340B AMLODIPIN 10MG TAB,0.06,,Banner Lassen Medical Center,2019
1380,251,PHARMACY 340B,8403529,340B VENLAFAXINE 75MG CAP TR,1.94,,Banner Lassen Medical Center,2019
1381,251,PHARMACY 340B,8403537,340B METHADONE 10MG TAB,0.03,,Banner Lassen Medical Center,2019
1382,251,PHARMACY 340B,8403545,340B AMINOPHYLLIN<=250MG INJ,2.12,,Banner Lassen Medical Center,2019
1383,251,PHARMACY 340B,8403552,340B AMINOPHYLLIN<=250MG PB,2.12,,Banner Lassen Medical Center,2019
1384,251,PHARMACY 340B,8403560,340B D10% WATER 250ML,5.25,,Banner Lassen Medical Center,2019
1385,251,PHARMACY 340B,8403586,340B BUPROPION 100MG TAB,0.12,,Banner Lassen Medical Center,2019
1386,251,PHARMACY 340B,8403594,340B MONTELUKAST 10MG TAB,0.23,,Banner Lassen Medical Center,2019
1387,251,PHARMACY 340B,8403602,340B CIPROFLOXN 500MG TAB,0.04,,Banner Lassen Medical Center,2019
1388,251,PHARMACY 340B,8403610,340B CYANOCOBALAM B12<=1000MCG INJ,2.67,,Banner Lassen Medical Center,2019
1389,251,PHARMACY 340B,8403628,340B LACTULO 10GM/15ML 30ML LIQ,0.28,,Banner Lassen Medical Center,2019
1390,251,PHARMACY 340B,8403636,340B OLANZAPINE 5MG TAB,0.19,,Banner Lassen Medical Center,2019
1391,251,PHARMACY 340B,8403644,340B GUAIFEN 600MG TAB TR,0.51,,Banner Lassen Medical Center,2019
1392,251,PHARMACY 340B,8403651,340B HEPARIN SODIUM/1000U INJ,0.1,,Banner Lassen Medical Center,2019
1393,251,PHARMACY 340B,8403669,340B GLYBURIDE 5MG TAB,0.11,,Banner Lassen Medical Center,2019
