,PROC_CODE,Description,CPT_CODE,INPAT_FEE,OUTPAT_FEE,Hospital,Year
773,301900382,"RF IMMUNOASY, ANLYT, QUANT; NOT OTHERWISE SPECIFIED 14",83520,133.5,133.5,Marshall Medical Center,2019
774,301900398,RF ASSAY THYROID STIM HORMONE,84443,15.95,15.95,Marshall Medical Center,2019
775,301900410,"RF PORPHOBILINOGEN, URINE; QUANT",84110,34.3,34.3,Marshall Medical Center,2019
776,301900417,RF RIA NONANTIBODY,83519,38.0,38.0,Marshall Medical Center,2019
777,301900418,RF ASSAY OF THYROGLOBULIN,84432,18.56,18.56,Marshall Medical Center,2019
778,301900425,RF CERULOPLASMIN,82390,8.8,8.8,Marshall Medical Center,2019
779,301900426,RF ALPHA-1-ANTITRYPSIN,82103,10.0,10.0,Marshall Medical Center,2019
780,301900427,"RF ZINC, SERUM",84630,11.4,11.4,Marshall Medical Center,2019
781,301900429,RF ADRENOCORTIC HORM,82024,18.0,18.0,Marshall Medical Center,2019
782,301900436,RF ASSAY OF PROTEIN URINE,84156,17.2,17.2,Marshall Medical Center,2019
783,301900444,RF QUANTITATIVE ASSAY DRUG,80299,4.04,4.04,Marshall Medical Center,2019
784,301900445,RF DRUG TESTING BUPRENORPHINE,80348,38.5,38.5,Marshall Medical Center,2019
785,301900449,RF OXYCODONE,80365,15.0,15.0,Marshall Medical Center,2019
786,301900460,RF METHYLMALONIC ACIDEMIA,83921,24.1,24.1,Marshall Medical Center,2019
787,301900463,RF IMMUNOASSAY NONANTIBODY,83516,72.9,72.9,Marshall Medical Center,2019
788,301900465,"RF CANNABINOIDS (THC), URINE",80349,25.0,25.0,Marshall Medical Center,2019
789,301900473,"RF SMITH-LEMLI-OPITZ SCRN, PLASMA",82542,14.7,14.7,Marshall Medical Center,2019
790,301900492,RF INSULIN-LIKE GROWTH FACTOR 1,84305,19.0,19.0,Marshall Medical Center,2019
791,301900508,"RF ARUP ALPHA FETOPROTEIN, TOTAL & L3 PERCENT",82107,132.5,132.5,Marshall Medical Center,2019
792,301900509,RF ARUP ADAMTS13 ACTIVITY,85397,118.0,118.0,Marshall Medical Center,2019
793,301900510,RF ARUP SCLERODERMA (SCL-70)(ENA) AB,83516,13.5,13.5,Marshall Medical Center,2019
794,301900525,"RF COLLAGEN CROSS LINKS, URINE",82523,18.0,18.0,Marshall Medical Center,2019
795,301900526,RF METANEPHRINES (URN),83835,22.5,22.5,Marshall Medical Center,2019
796,301900527,RF PROPOXYPHENE CONFIRM,80361,39.0,39.0,Marshall Medical Center,2019
797,301900528,"RF ARUP ALDOSTERONE, URINE",82088,16.5,16.5,Marshall Medical Center,2019
798,301900529,RF LAB CTX SERUM,82523,60.0,60.0,Marshall Medical Center,2019
799,301900530,RF LAB OPDS,80307,24.0,24.0,Marshall Medical Center,2019
800,301900538,RF ASSAY OF URINE SULFATE,84392,21.8,21.8,Marshall Medical Center,2019
801,301900539,RF TRANSFERASE; ASPARTATE AMINO (AST) (SGOT),84450,44.5,44.5,Marshall Medical Center,2019
802,301900540,RF TRANSFERASE; ALANINE AMINO (ALT) (SGPT),84460,44.5,44.5,Marshall Medical Center,2019
803,301900541,"RF GLUTAMYLTRANSFERASE, GAMMA (GGT)",82977,44.5,44.5,Marshall Medical Center,2019
804,301900542,"RF ARUP CYSTIC FIBROSIS, 165 VARIANTS",81220,140.0,140.0,Marshall Medical Center,2019
805,301900544,RF ZINC RBC,84630,72.0,72.0,Marshall Medical Center,2019
806,301900545,RF BONE SPECIFIC ALKALINE PHOSPHATASE,84080,40.0,40.0,Marshall Medical Center,2019
807,301900548,RF ARUP ASSAY OF SEX HORMONE GLOBUL,84270,5.8,5.8,Marshall Medical Center,2019
808,301900564,"RF IMMUNOASY, ANLYT, QUANT; NOT OTHERWISE SPECIFIED 27",83520,120.0,120.0,Marshall Medical Center,2019
809,301900565,RF ARUP LAB THYROGLOBULIN BY LC-MS/MS,84432,78.0,78.0,Marshall Medical Center,2019
810,301900566,RF ARUP LAB THYROGLOBULIN SERUM OR PLASMA,84432,19.5,19.5,Marshall Medical Center,2019
811,301900567,RF DRUG SCREENING BARBITURATES,80345,66.5,66.5,Marshall Medical Center,2019
812,301900568,RF CATECHOLAMINES; FRCTNATED 2,82384,38.5,38.5,Marshall Medical Center,2019
813,301900569,RF ARUP CELIAC DISEASE DUAL AG SCREEN W/RF ARUPLEX,83516,48.0,48.0,Marshall Medical Center,2019
814,301900570,RF PROTEIN E-PHORESIS SERUM,84165,9.3,9.3,Marshall Medical Center,2019
815,301900571,"RF PRTN, ELECTROPHORE TIC FRCTNATION & QUANTIATION 2",84165,1.9,1.9,Marshall Medical Center,2019
816,301900572,RF CANNABINOIDS NATURAL,G0480,25.0,25.0,Marshall Medical Center,2019
817,301900573,RF OPIOID,G0480,14.0,14.0,Marshall Medical Center,2019
818,301900574,RF OXYCODONE,G0480,14.0,14.0,Marshall Medical Center,2019
819,301900575,RF  DRUG TST PRSMV INSTRMNT CHEM ANALYZERS PR DATE,80307,18.0,18.0,Marshall Medical Center,2019
820,301900576,"RF ARUP CYSTIC FIBROSIS, 165 VARIANTS",81220,140.0,140.0,Marshall Medical Center,2019
821,301900582,"RF ARUP PHOSPHATASE, ALKALINE; ISOENZMS",84080,10.0,10.0,Marshall Medical Center,2019
822,301900590,RF ARUP DRUG SCREEN QUANT AMPHETAMINES 3 OR 4,80325,25.0,25.0,Marshall Medical Center,2019
823,301900591,RF ARUP DRUG SCREENING METHYLENEDIOXYAMPHETAMINES,80359,17.5,17.5,Marshall Medical Center,2019
824,301900592,RF ARUP DRUG TST PRSMV INSTRMNT CHEM ANALYZERS PR DATE,80307,15.6,15.6,Marshall Medical Center,2019
825,301900593,RF ARUP  DRUG SCREENING OXYCODONE,80365,13.0,13.0,Marshall Medical Center,2019
826,301900594,RF ARUP DRUG TST PRSMV INSTRMNT CHEM ANALYZERS PR DATE,80307,25.0,25.0,Marshall Medical Center,2019
827,302000007,HC ANTINUCLEAR ANTIBODIES (ANA),86038,273.79,64.79,Marshall Medical Center,2019
828,302000010,HC C-REACTV PRTN,86140,337.54,89.87,Marshall Medical Center,2019
829,302000011,HC C-REACTV PRTN; HIGH SENSITIVITY (HSCRP),86141,337.54,89.87,Marshall Medical Center,2019
830,302000024,"HC FLUORESCENT NONINF AGNT ANTIBDY; SCRN, EA ANTIBDY",86255,20.9,20.9,Marshall Medical Center,2019
831,302000027,"HC IMMUNOASY, TUMOR ANTIGN, QUANT; CA 19-9",86301,379.34,144.21,Marshall Medical Center,2019
832,302000028,"HC IMMUNOASY, TUMOR ANTIGN, QUANT; CA 125",86304,379.34,144.21,Marshall Medical Center,2019
833,302000029,HC HETEROPHILE ANTIBODIES; SCRNING,86308,286.33,67.93,Marshall Medical Center,2019
834,302000049,"HC MICROSOMAL ANTIBODIES, EA",86376,194.37,77.33,Marshall Medical Center,2019
835,302000054,HC QUANTIFERON-TB GD,86480,434.72,434.72,Marshall Medical Center,2019
836,302000059,"HC SKIN TST; TUBERCULOSIS, INTRADERMAL",86580,140.03,140.03,Marshall Medical Center,2019
837,302000060,HC SYPHILIS TST; QUAL,86592,252.89,49.12,Marshall Medical Center,2019
838,302000079,"HC ANTIBDY; CYTOMEGALOVIRUS (CMV), IGM",86645,262.3,67.93,Marshall Medical Center,2019
839,302000093,HC ANTIBDY; HELICOBACTER PYLORI,86677,379.34,89.87,Marshall Medical Center,2019
840,302000104,HC ANTIBDY; HIV-1,86701,298.87,95.1,Marshall Medical Center,2019
841,302000106,HC HEP B CORE ANTIBDY (HBCAB); TOTAL,86704,281.11,101.37,Marshall Medical Center,2019
842,302000107,HC HEP B CORE ANTIBDY (HBCAB); IGM ANTIBDY,86705,222.59,86.74,Marshall Medical Center,2019
843,302000108,HC HEP B SRFC ANTIBDY (HBSAB),86706,215.27,79.42,Marshall Medical Center,2019
844,302000111,HC HEP A ANTIBDY (HAAB); IGM ANTIBDY,86709,222.59,86.74,Marshall Medical Center,2019
845,302000116,HC ANTIBDY; MUMPS,86735,253.94,66.88,Marshall Medical Center,2019
846,302000123,HC ANTIBDY; RUBELLA,86762,262.3,67.93,Marshall Medical Center,2019
847,302000130,HC ANTIBDY; VARICELLA-ZOSTER,86787,262.3,67.93,Marshall Medical Center,2019
848,302000136,HC HEP C ANTIBDY,86803,222.59,86.74,Marshall Medical Center,2019
849,302000144,"HC AUTOLOGOUS BLOOD/COMPONENT, COLLECT/PROCESS/STORAGE; PRE",86890,67.93,67.93,Marshall Medical Center,2019
850,302000149,HC LAB LYMES TEST,86618,355.3,112.86,Marshall Medical Center,2019
851,302000150,HC QUANTIFERON-TB GD,86481,434.72,434.72,Marshall Medical Center,2019
852,302000438,HC CMV ANTIBODY,86644,262.3,67.93,Marshall Medical Center,2019
853,302000443,HC IMMUNOASSAY TUMOR CA 15-3,86300,379.34,144.21,Marshall Medical Center,2019
854,302000450,HC RHEUMATOID FACTOR,86431,297.83,70.02,Marshall Medical Center,2019
855,302000452,HC LAB HEP B CORE AB (IGG & IG,86704,281.11,101.37,Marshall Medical Center,2019
856,302900010,RF QUANTIFERON-TB GD,86480,80.0,80.0,Marshall Medical Center,2019
857,302900015,"RF BS PLATELET CROSSMATCH, PER EIGHT TEST STRIP",86022,171.0,171.0,Marshall Medical Center,2019
858,302900020,"RF FLUORESCENT NONINF AGNT ANTIBDY; SCRN, EA ANTIBDY 10",86256,29.0,29.0,Marshall Medical Center,2019
859,302900021,RF RHEUMATOID FACTOR; QUANT,86431,285.0,67.0,Marshall Medical Center,2019
860,302900026,"RF ARUP ALLRGN SPC IGE; QUANT/SEMIQUANT, EA ALLRGN",86003,6.17,6.17,Marshall Medical Center,2019
861,302900034,RF THYROGLOBULIN ANTIBDY 1,86800,9.0,9.0,Marshall Medical Center,2019
862,302900035,RF ANTIBDY; PARVOVIRUS 1,86747,14.75,14.75,Marshall Medical Center,2019
863,302900036,RF ANTIBDY; PARVOVIRUS 2,86747,14.75,14.75,Marshall Medical Center,2019
864,302900037,RF ANTIBDY; BORRELIA BURGDORFERI (LYME DISEASE) CONFIRMATORY TST 1,86617,19.2,19.2,Marshall Medical Center,2019
865,302900038,RF ANTIBDY; BORRELIA BURGDORFERI (LYME DISEASE) CONFIRMATORY TST 2,86617,19.2,19.2,Marshall Medical Center,2019
866,302900039,"RF COMPLEMENT; ANTIGN, EA COMPONENT 1",86160,14.4,14.4,Marshall Medical Center,2019
867,302900058,RF ANTIBDY; ENTEROVIRUS 7,86658,19.6,19.6,Marshall Medical Center,2019
868,302900055,RF ANTIBDY; ENTEROVIRUS 4,86658,19.6,19.6,Marshall Medical Center,2019
869,302900056,RF ANTIBDY; ENTEROVIRUS 5,86658,19.6,19.6,Marshall Medical Center,2019
870,302900057,RF ANTIBDY; ENTEROVIRUS 6,86658,19.6,19.6,Marshall Medical Center,2019
871,302900059,RF ANTIBDY; ENTEROVIRUS 8,86658,19.6,19.6,Marshall Medical Center,2019
872,302900060,RF ANTIBDY; ENTEROVIRUS 9,86658,19.6,19.6,Marshall Medical Center,2019
873,302900063,RF ANTIBDY; BARTONELLA 1,86611,11.8,11.8,Marshall Medical Center,2019
874,302900064,RF ANTIBDY; BARTONELLA 2,86611,11.8,11.8,Marshall Medical Center,2019
875,302900071,RF IFE OTHER,86335,18.8,18.8,Marshall Medical Center,2019
876,302900106,RF ANTIBDY; MYCOPLASMA 1,86738,11.5,11.5,Marshall Medical Center,2019
877,302900107,RF ANTIBDY; MYCOPLASMA 2,86738,11.5,11.5,Marshall Medical Center,2019
878,302900111,RF IMMUNOFIXATION ELECTROPHORESIS 1,86334,23.7,23.7,Marshall Medical Center,2019
879,302900119,"RF HLA TYPE; A, B, OR C, SNGL ANTIGN 3",86812,34.0,34.0,Marshall Medical Center,2019
880,302900128,RF ANTIBDY; BORDETELLA 4,86615,31.3,31.3,Marshall Medical Center,2019
881,302900129,RF INSULIN ANTIBODIES,86337,43.4,43.4,Marshall Medical Center,2019
882,302900131,RF ANTISTREPTOLYSIN 0; TITER,86060,11.7,11.7,Marshall Medical Center,2019
883,302900143,"RF ANTIBDY; PROTOZOA, NOT ELSEWHR SPEC",86753,11.8,11.8,Marshall Medical Center,2019
884,302900145,"RF EXTRACTABLE NUCLEAR ANTIGN, ANTIBDY TO, ANY MTHD, EA ANTIBDY 1",86235,14.7,14.7,Marshall Medical Center,2019
885,302900170,"RF FLUORESCENT NONINF AGNT ANTIBDY; SCRN, EA ANTIBDY 15",86256,29.0,29.0,Marshall Medical Center,2019
886,302900177,"RF ANTIBDY; HTLV/HIV ANTIBDY, CONFIRMATORY TST 1",86689,64.4,64.4,Marshall Medical Center,2019
887,302900178,"RF DEOXYRIBONUCLEASE, ANTIBDY",86215,11.5,11.5,Marshall Medical Center,2019
888,302900184,RF ISLET CELL ANTIBDY,86341,28.6,28.6,Marshall Medical Center,2019
889,302900185,"RF IMMUNOASY, TUMOR ANTIGN; OTHER ANTIGN, QUANT, EA",86316,39.0,39.0,Marshall Medical Center,2019
890,302900202,RF INTRINSIC FACTOR ANTIBODIES,86340,25.05,25.05,Marshall Medical Center,2019
891,302900205,RF COMPLEMENT; TOTAL HEMOLYTIC (CH50),86162,10.5,10.5,Marshall Medical Center,2019
892,302900207,"RF ANTIBDY; TOXOPLASMA, IGM",86778,11.8,11.8,Marshall Medical Center,2019
893,302900209,"RF ANTIHUMAN GLOBULIN TST (COOMBS TST); INDRCT, TITER, EA ANTISRM",86886,160.0,160.0,Marshall Medical Center,2019
894,302900213,RF SYPHILIS-TPPA,86780,15.4,15.4,Marshall Medical Center,2019
895,302900216,"RF ANTIBDY; HIV-1 & HIV-2, SNGL ASSAY",86703,12.5,12.5,Marshall Medical Center,2019
896,302900220,RF THYROGLOBULIN ANTIBDY 2,86800,9.8,9.8,Marshall Medical Center,2019
897,302900227,RF FLUORESCENT ANTIBODY TITER,86256,41.5,41.5,Marshall Medical Center,2019
898,302900230,RF THYROGLOBULIN ANTIBODY,86800,9.0,9.0,Marshall Medical Center,2019
899,302900243,RF AUTO ABSORPTION SMF,86978,65.0,65.0,Marshall Medical Center,2019
900,302900251,RF IA-2 ANTIBODY,86341,45.3,45.3,Marshall Medical Center,2019
901,302900276,RF ARC AB ID/EA PANEL & MEDIA,86870,150.0,150.0,Marshall Medical Center,2019
902,302900282,"RF HU, RI, YO IGG BY IMMUNOBLOT",83516,7.5,7.5,Marshall Medical Center,2019
903,302900287,RF PLA2R IGG AB REFLEX TO TITER,86255,61.0,61.0,Marshall Medical Center,2019
904,302900329,RF FOC TOXOPLASMA GONDII IGG ELISA,86777,11.8,11.8,Marshall Medical Center,2019
905,302900348,"RF ARUP ANTIBDY, TETANUS",86317,17.25,17.25,Marshall Medical Center,2019
906,302900349,RF ARUP IMMUNOASSAY NONANTIBODY,83516,23.5,23.5,Marshall Medical Center,2019
907,302900351,RF ARUP NUCLEAR ANTIGEN ANTIBODY,86235,14.7,14.7,Marshall Medical Center,2019
908,302900353,"RF ARUP ENDOMYSIAL AB,IGA BY IFA",86256,29.0,29.0,Marshall Medical Center,2019
909,302900365,"RF EXTRACTABLE NUCLEAR ANTIGN, ANTIBDY TO, ANY MTHD, EA ANTIBDY 1",83516,13.6,13.6,Marshall Medical Center,2019
910,305000001,"HC BLOOD CNT; BLOOD SMEAR, MICROSCOP EXAM W/MNL DIFFERENTIAL",85007,233.04,66.88,Marshall Medical Center,2019
911,305000004,"HC BLOOD CNT; COMPL CBC, AUTO (HGB, HCT, RBC, WBC, & PLATELET) & AU",85025,298.87,65.84,Marshall Medical Center,2019
912,305000005,"HC BLOOD CNT; COMPL CBC, AUTO (HGB, HCT, RBC, WBC, & PLATELET)",85027,346.94,57.48,Marshall Medical Center,2019
913,305000007,"HC BLOOD CNT; RETICULOCYTE, AUTO",85045,144.21,49.12,Marshall Medical Center,2019
914,305000008,"HC BLOOD CNT; LEUKOCYTE (WBC), AUTO",85048,159.89,59.57,Marshall Medical Center,2019
915,305000032,"HC FIBRIN DEGRADATION PRODUCTS, D-DIMER; QUANT",85379,655.22,321.86,Marshall Medical Center,2019
916,305000033,HC FIBRINOGEN; ACTIVITY,85384,385.61,76.29,Marshall Medical Center,2019
917,305000039,"HC HEMOGLOBIN/RBCS, FETAL, FETOMATERNAL HEMORRHAGE; DIFFERENT",85460,264.39,61.66,Marshall Medical Center,2019
918,305000045,"HC PLATELET, AGGREGATION (IN VITRO), EA AGNT",85576,355.3,157.8,Marshall Medical Center,2019
919,305000046,HC PROTHROMBIN TIME,85610,254.98,57.48,Marshall Medical Center,2019
920,305000047,"HC PROTHROMBIN TIME; SUBSTITUTION, PLASMA FRCTNS, EA",85611,197.51,38.67,Marshall Medical Center,2019
921,305000049,"HC SEDIMENTATION RT, ERYTHROCYTE; NON-AUTO",85651,197.51,51.21,Marshall Medical Center,2019
922,305000051,"HC THROMBOPLASTIN TIME, PARTIAL (PTT); PLASMA/WHOLE BLOOD",85730,263.34,66.88,Marshall Medical Center,2019
923,305000052,"HC THROMBOPLASTIN TIME, PARTIAL (PTT); SUBSTITUTION, PLASMA FRCTN",85732,180.79,47.03,Marshall Medical Center,2019
924,305000062,HC BLOOD PLATELET AGGREGATION,85576,355.3,157.8,Marshall Medical Center,2019
925,305000067,HC BL SMEAR W/O DIFF WBC COUNT,85008,86.74,12.54,Marshall Medical Center,2019
926,305000069,HC LAB FECAL HGB OCCULT BLOOD DX,82274,259.16,91.96,Marshall Medical Center,2019
927,305900005,RF VISCOSITY,85810,12.23,11.7,Marshall Medical Center,2019
928,305900015,RF ARUP FACTOR V ASSAY,85220,25.4,25.4,Marshall Medical Center,2019
929,305900016,RF ARUP PROTEIN C,85303,15.6,15.6,Marshall Medical Center,2019
930,305900017,RF ARUP PROTEIN S,85303,24.7,24.7,Marshall Medical Center,2019
931,306000001,"HC CONCENTRATION (ANY TYPE), FOR INF AGNTS",87015,156.75,62.7,Marshall Medical Center,2019
932,306000002,"HC CULTURE, BACTERIAL; BLOOD, AEROBIC, W/ ISOLATN/PRESUMPTIVE ID",87040,474.43,182.88,Marshall Medical Center,2019
933,306000003,"HC CULTURE, BACTERIAL; STOOL, AEROBIC, W/ ISOLATN/PRELIMINARY EXAM",87045,698.06,164.07,Marshall Medical Center,2019
934,306000005,"HC CULTURE, BACTERIAL; ANY OTHER SOURCE EXCEPT URINE/BLOOD/STOOL",87070,637.45,214.23,Marshall Medical Center,2019
935,306000009,"HC CULTURE, BACTERIAL; ANAEROBIC ISOLATE, ADD'L MTHDS REQUIRED",87076,94.05,20.9,Marshall Medical Center,2019
936,306000010,"HC CULTURE, BACTERIAL; AEROBIC ISOLATE, ADD'L MTHDS REQUIRED FOR D",87077,94.05,20.9,Marshall Medical Center,2019
937,306000011,"HC CULTURE, PRESUMPTIVE, PATHOGENIC ORGNSMS, SCRNING ONLY",87081,269.61,66.88,Marshall Medical Center,2019
938,306000012,"HC CULTURE, BACTERIAL; QUANT COLONY CNT, URINE",87086,485.93,67.93,Marshall Medical Center,2019
939,306000015,"HC CULTURE, FUNGI (MOLD/YEAST) ISOLATION, W/PRESUMPTIVE ID OF ISO",87102,637.45,116.0,Marshall Medical Center,2019
940,306000017,"HC CULTURE, FUNGI, DEFINITIVE ID, EA ORGNSM; YEAST",87106,94.05,20.9,Marshall Medical Center,2019
941,306000018,"HC CULTURE, FUNGI, DEFINITIVE ID, EA ORGNSM; MOLD",87107,94.05,20.9,Marshall Medical Center,2019
942,306000023,"HC CULTURE, TYPE; IMMUNOLOGIC MTHD, OTHR THN IMMUNOFLUORESCENC",87147,156.75,62.7,Marshall Medical Center,2019
943,306000027,HC PINWORM EXAM,87172,221.54,40.76,Marshall Medical Center,2019
944,306000029,"HC OVA & PARASITES, DRCT SMEARS, CONCENTRATION & ID",87177,19.6,19.6,Marshall Medical Center,2019
945,306000032,"HC SUSCEPTIBILITY STUDIES, ANTIMICROBIAL AGNT; ENZM DETECTN, PER",87185,94.05,20.9,Marshall Medical Center,2019
946,306000033,"HC SUSCEPT STUDIES, ANTIMICROB AGNT; MICRODILUT/AGAR DILUT (MIC/BR",87186,222.59,52.25,Marshall Medical Center,2019
947,306000037,"HC SMEAR, PRIMARY SOURCE W/INTRPRET; GRAM OR GIEMSA STAIN, BAC",87205,276.93,54.34,Marshall Medical Center,2019
948,306000040,HC O&P TRICHROME,87209,19.0,19.0,Marshall Medical Center,2019
949,306000041,HC SMEAR WET MOUNT SALINE/INK,87210,363.66,52.25,Marshall Medical Center,2019
950,306000057,HC INF AGNT ANTIGN DETECTN BY IMMUNOFLUORESCENT TECHNQ; RSV,87280,568.48,149.44,Marshall Medical Center,2019
951,306000063,"HC ENZM IMMUNOASY (EIA) QUAL/SEMIQUANT, MULT STP; CLOSTRIDIUM DIFF",87324,574.75,171.38,Marshall Medical Center,2019
952,306000078,"HC INF AGNT, NUCLEIC ACID (DNA/RNA); CHLAMYDIA TRACHOMATIS, AMPLFD",87491,400.24,149.44,Marshall Medical Center,2019
953,306000082,"HC INF AGNT, NUCLEIC ACID (DNA/RNA); HEP B VIRUS, QUANT",87517,82.56,82.56,Marshall Medical Center,2019
954,306000084,HC HEPATITIS C REVRS TRNSCRPJ,87522,94.05,94.05,Marshall Medical Center,2019
955,306000092,"HC INF AGNT, NUCLEIC ACID (DNA/RNA); NEISSERIA GONOR, AMPLFD PRB",87591,400.24,195.42,Marshall Medical Center,2019
956,306000096,"HC INF AGNT, IMMUNOASY, DRCT OBSERVATION; INFLUENZA",87804,263.34,184.97,Marshall Medical Center,2019
957,306000097,HC STREP A ASSAY W/OPTIC,87880,531.91,101.37,Marshall Medical Center,2019
958,306000098,"HC INF AGNT, IMMUNOASY, DRCT OBSERVATION; NOS",87899,235.13,94.05,Marshall Medical Center,2019
959,306000099,"HC INF AGNT GENOTYP ANLYS, NUCLEIC ACID (DNA/RNA); HIV 1, HEP C VIRUS",87902,88.83,88.83,Marshall Medical Center,2019
960,306000170,HC POTASSIUM HYDROXIDE PREPS - KOH - MCAR,87210,363.66,52.25,Marshall Medical Center,2019
961,306000171,HC LAB STAPH BLOOD CULTURE ID,87150,423.23,423.23,Marshall Medical Center,2019
962,306000173,HC TRICHOMONAS VAGINALIS AMPLIF,87661,204.82,37.62,Marshall Medical Center,2019
963,306000174,HC LAB PARASITE IMMUNOASSAY,87329,204.82,37.62,Marshall Medical Center,2019
964,306000175,HC LAB CANDIDA,87480,269.61,106.59,Marshall Medical Center,2019
965,306000176,HC LAB C DIFFICILE  TOXIN,87493,292.08,179.74,Marshall Medical Center,2019
966,306000177,HC LAB GARDNERELLA,87510,269.61,106.59,Marshall Medical Center,2019
967,306000178,HC LAB MRSA AMP PROBE,87641,584.16,184.97,Marshall Medical Center,2019
968,306000179,HC LAB TRICHOMONAS,87660,269.61,106.59,Marshall Medical Center,2019
969,306000182,HC INFECTIOUS AGENT DNA/RNA INFLUENZA 1ST 2,87502,584.16,184.97,Marshall Medical Center,2019
970,306000183,RF LAB C DIFF TOXIN A&B,87449,257.07,257.07,Marshall Medical Center,2019
971,306000187,"RF CULTURE, FUNGI (MOLD/YEAST) ISOLATION, W/PRESUMPTIVE ID OF ISO",87102,38.5,38.5,Marshall Medical Center,2019
972,306000188,"RF CULTURE, FUNGI, DEFINITIVE ID, EA ORGNSM; YEAST",87106,83.0,83.0,Marshall Medical Center,2019
973,306000189,RF DNA/RNA SEQUENCING AFB ID,87153,122.3,122.3,Marshall Medical Center,2019
974,306000190,RF DNA/RNA SEQUENCING FUNGAI ID,87153,177.0,177.0,Marshall Medical Center,2019
975,306000191,RF CULTURE TYPING ADDED METHOD,87158,78.06,74.7,Marshall Medical Center,2019
976,306000192,RF DNA/RNA SEQUENCING ETHAMBUTOL,87153,200.0,200.0,Marshall Medical Center,2019
977,306000193,RF DNA/RNA AMPLIFIED PROBE,87150,198.0,198.0,Marshall Medical Center,2019
978,306000194,RF BLOOD FUNGUS CULTURE,87103,43.5,43.5,Marshall Medical Center,2019
979,306000195,RF FUNGI IDENTIFICATION MOLD,87107,109.5,109.5,Marshall Medical Center,2019
980,306000196,RF DNA/RNA SEQUENCING  BP CP HP,87149,128.0,128.0,Marshall Medical Center,2019
981,306000197,RF DNA/RNA SEQUENCING BACTERIAL,87153,148.0,148.0,Marshall Medical Center,2019
982,306000198,"RF CULTURE, BACTERIAL; AEROBIC ISOLATE, ADD'L MTHDS REQUIRED FOR D",87077,49.0,49.0,Marshall Medical Center,2019
983,306000199,"RF ARUP BETA 2 GLYCOPRTN I ANTIBDY, EA",86146,24.97,24.97,Marshall Medical Center,2019
984,306000200,HC LAB NOROVIRUS (PCR),87798,292.08,179.74,Marshall Medical Center,2019
985,306900009,"RF SUSCEPT STUDIES, ANTIMICROB AGNT; MICRODILUT/AGAR DILUT (MIC/BR 1",87186,127.0,127.0,Marshall Medical Center,2019
986,306900024,"RF CULTURE, TYPE; ID BY NUCLEIC ACID PRB",87149,103.0,103.0,Marshall Medical Center,2019
987,306900032,"RF INF AGNT, NUCLEIC ACID (DNA/RNA); CYTOMEGALOVIRUS, AMPLFD PRB",87496,97.5,97.5,Marshall Medical Center,2019
988,306900038,"RF CONCENTRATION (ANY TYPE), FOR INF AGNTS",87015,35.0,35.0,Marshall Medical Center,2019
989,306900055,"RF SMEAR, PRIME SRCE, W/INTRPR; FLUORESC &/OR ACID FAST STAIN, BAC",87206,22.4,22.4,Marshall Medical Center,2019
